County,Year,State,Region,Economic Type,Urban or Rural,% Children in Poverty,% Excessive Drinking,High School Graduation Rate,Hospital Overuse,% Low Birth Weight,Median Family Income,Mentally Unhealthy Days,% Receiving Diabetes Monitoring,Teen Birth Rate,% Unemployed
Sheboygan,2014-01-01,Wisconsin,Midwest,Maufacturing,Urban,15,28,91,33,6,65188,3.2,93,29,6.6
Taylor,2014-01-01,Wisconsin,Midwest,Maufacturing,Rural,23,30,92,49,5.7,54948,2.7,95,20,7.8
Trempealeau,2014-01-01,Wisconsin,Midwest,Maufacturing,Rural,16,24,92,69,5.7,62005,2.6,91,29,5.4
Vernon,2014-01-01,Wisconsin,Midwest,Farming,Rural,27,23,92,47,5,58906,2.8,86,17,6.3
Vilas,2014-01-01,Wisconsin,Midwest,Recreation,Rural,26,25,91,45,6.1,50746,2.6,91,31,9.5
Walworth,2014-01-01,Wisconsin,Midwest,Maufacturing,Rural,17,23,89,54,6.5,68380,3.1,88,21,7.3
Washburn,2014-01-01,Wisconsin,Midwest,Recreation,Rural,25,26,93,68,6.7,53247,2.8,90,32,8
Washington,2014-01-01,Wisconsin,Midwest,Maufacturing,Urban,8,28,93,52,6,81780,2.3,91,15,6.4
Waukesha,2014-01-01,Wisconsin,Midwest,Nonspecialized,Urban,7,24,94,49,6.4,94541,2.8,88,10,6
Waupaca,2014-01-01,Wisconsin,Midwest,Maufacturing,Rural,15,26,90,51,7.2,62487,2.1,86,29,7.4
Waushara,2014-01-01,Wisconsin,Midwest,Recreation,Rural,22,28,91,60,6.2,54910,2.7,90,38,8.1
Winnebago,2014-01-01,Wisconsin,Midwest,Maufacturing,Urban,13,24,89,50,7.3,67595,3.4,93,22,6.4
Wood,2014-01-01,Wisconsin,Midwest,Nonspecialized,Rural,15,22,96,56,5.8,63230,3.1,92,29,7.2
Albany,2014-01-01,Wyoming,West,Federal/State Government,Rural,18,16,87,65,10.1,66215,3.5,79,13,4.4
Big Horn,2014-01-01,Wyoming,West,Mining,Rural,16,11,,64,6.1,61753,2.9,68,37,6.2
Campbell,2014-01-01,Wyoming,West,Mining,Rural,10,20,85,82,9.1,87634,2.8,80,53,4.3
Carbon,2014-01-01,Wyoming,West,Nonspecialized,Rural,17,17,76,65,9.3,69278,3.4,66,55,5.5
Converse,2014-01-01,Wyoming,West,Mining,Rural,13,20,87,68,5.8,74342,2.7,76,46,4.2
Crook,2014-01-01,Wyoming,West,Mining,Rural,12,16,93,57,5.7,66014,3.2,70,41,5.1
Fremont,2014-01-01,Wyoming,West,Nonspecialized,Rural,23,16,74,74,9,61822,3.6,69,71,6.6
Goshen,2014-01-01,Wyoming,West,Nonspecialized,Rural,23,17,83,55,7.9,55268,3.7,81,33,5.5
Hot Springs,2014-01-01,Wyoming,West,Nonspecialized,Rural,17,16,,63,7.4,60350,3.5,65,45,4.7
Johnson,2014-01-01,Wyoming,West,Recreation,Rural,13,20,88,36,7.1,63888,3.3,69,34,6
Laramie,2014-01-01,Wyoming,West,Federal/State Government,Urban,17,15,73,49,9.7,74324,3.1,80,52,6.1
Lincoln,2014-01-01,Wyoming,West,Mining,Rural,13,14,87,41,8.8,74250,2.7,73,34,7.7
Natrona,2014-01-01,Wyoming,West,Mining,Urban,16,18,71,57,8,69607,3.6,75,49,4.9
Niobrara,2014-01-01,Wyoming,West,Nonspecialized,Rural,22,15,48,,,59500,3.8,81,31,4.1
Park,2014-01-01,Wyoming,West,Recreation,Rural,17,15,85,44,7.6,67534,2.8,81,24,5.8
Platte,2014-01-01,Wyoming,West,Nonspecialized,Rural,19,17,88,87,8.3,56990,2.5,54,34,5.7
Sheridan,2014-01-01,Wyoming,West,Nonspecialized,Rural,15,18,84,50,7.7,72205,3.6,69,31,6.1
Sublette,2014-01-01,Wyoming,West,Mining,Rural,7,23,86,31,10.1,85949,2.9,74,39,3.7
Sweetwater,2014-01-01,Wyoming,West,Mining,Rural,12,21,80,37,9.4,82836,3.7,77,56,4.6
Teton,2014-01-01,Wyoming,West,Recreation,Rural,14,21,88,27,6.7,88652,2.3,79,31,6.6
Uinta,2014-01-01,Wyoming,West,Mining,Rural,16,14,87,46,8.9,64254,3.5,79,42,5.1
Washakie,2014-01-01,Wyoming,West,Nonspecialized,Rural,18,10,78,70,5.9,62917,2.3,65,42,5.4
Weston,2014-01-01,Wyoming,West,Mining,Rural,14,17,,62,9.1,76316,3,76,43,5.1
Autauga,2015-01-01,Alabama,South,Nonspecialized,Urban,20,17,81,80,9.1,65397,3.6,85,36,5.7
Baldwin,2015-01-01,Alabama,South,Recreation,Urban,21,18,74,51,8.7,62271,3.8,81,45,5.8
Barbour,2015-01-01,Alabama,South,Maufacturing,Rural,42,14,70,87,11.9,42216,4.3,86,73,10
Bibb,2015-01-01,Alabama,South,Nonspecialized,Urban,36,11,80,71,12.8,45081,5.1,83,51,6.8
Blount,2015-01-01,Alabama,South,Nonspecialized,Urban,27,6,85,85,7.7,55530,3.9,86,47,5.6
Bullock,2015-01-01,Alabama,South,Maufacturing,Rural,44,,73,68,13.6,42074,,77,85,12
Butler,2015-01-01,Alabama,South,Nonspecialized,Rural,40,11,66,117,10.8,40088,3.5,86,63,9.3
Calhoun,2015-01-01,Alabama,South,Federal/State Government,Urban,29,12,82,85,8.7,52300,5.1,81,49,7.3
Chambers,2015-01-01,Alabama,South,Nonspecialized,Rural,35,,76,67,11.9,45779,4.3,86,60,7.3
Cherokee,2015-01-01,Alabama,South,Nonspecialized,Rural,32,15,74,87,8.9,45444,5.2,92,52,5.7
Chilton,2015-01-01,Alabama,South,Nonspecialized,Urban,34,9,76,63,9.8,51789,4.9,89,58,5.8
Choctaw,2015-01-01,Alabama,South,Maufacturing,Rural,31,,78,68,11.1,47112,4.6,85,42,7.8
Clarke,2015-01-01,Alabama,South,Maufacturing,Rural,35,9,73,80,12.6,47168,3,77,42,10.8
Clay,2015-01-01,Alabama,South,Maufacturing,Rural,29,,78,108,11.4,43192,5.3,82,53,8.2
Cleburne,2015-01-01,Alabama,South,Nonspecialized,Rural,28,,89,82,8.8,48761,5.2,86,57,6.2
Coffee,2015-01-01,Alabama,South,Nonspecialized,Rural,28,10,85,75,8.6,62075,3.6,87,45,6.2
Colbert,2015-01-01,Alabama,South,Nonspecialized,Urban,26,7,78,79,10,51154,4.8,89,52,6.8
Conecuh,2015-01-01,Alabama,South,Nonspecialized,Rural,43,,83,154,13.7,32690,5.2,72,55,10.3
Coosa,2015-01-01,Alabama,South,Maufacturing,Rural,31,,78,73,12.1,42539,4.6,84,49,8.1
Covington,2015-01-01,Alabama,South,Nonspecialized,Rural,29,11,81,115,9.4,45758,5.2,82,69,7.2
Crenshaw,2015-01-01,Alabama,South,Maufacturing,Rural,31,,93,88,9,50235,3.8,79,54,6.3
Cullman,2015-01-01,Alabama,South,Nonspecialized,Rural,23,11,83,57,9.2,48200,4.4,89,56,5.5
Dale,2015-01-01,Alabama,South,Maufacturing,Rural,28,14,77,64,8.6,56441,3.9,83,48,7.1
Dallas,2015-01-01,Alabama,South,Maufacturing,Rural,50,12,72,70,12.8,36739,3.6,77,72,12.7
DeKalb,2015-01-01,Alabama,South,Maufacturing,Rural,30,10,84,87,8.6,45803,4.9,90,59,7
Elmore,2015-01-01,Alabama,South,Nonspecialized,Urban,20,10,74,70,9,65560,4.4,84,42,6
Escambia,2015-01-01,Alabama,South,Nonspecialized,Rural,37,8,77,117,10.9,40605,4.7,82,68,8
Etowah,2015-01-01,Alabama,South,Nonspecialized,Urban,28,11,77,88,8.5,51104,5,84,54,6.5
Fayette,2015-01-01,Alabama,South,Nonspecialized,Rural,30,,78,99,10,43502,5.2,81,52,7.3
Franklin,2015-01-01,Alabama,South,Maufacturing,Rural,36,,86,115,8.8,44847,4.4,85,62,7.7
Geneva,2015-01-01,Alabama,South,Nonspecialized,Urban,38,13,83,88,9.1,45438,3.4,87,54,6.5
Greene,2015-01-01,Alabama,South,Nonspecialized,Rural,51,,63,102,16,27021,5.3,87,51,10.1
Hale,2015-01-01,Alabama,South,Nonspecialized,Urban,39,,71,72,14.1,42458,4.1,77,44,9.9
Henry,2015-01-01,Alabama,South,Nonspecialized,Urban,29,,70,53,8.6,55335,3.5,86,47,6.8
Houston,2015-01-01,Alabama,South,Nonspecialized,Urban,30,13,87,61,8.8,52870,4.3,86,55,6.2
Jackson,2015-01-01,Alabama,South,Maufacturing,Rural,28,8,83,102,8.6,45473,5.3,83,54,6.3
Jefferson,2015-01-01,Alabama,South,Nonspecialized,Urban,27,15,74,52,11.4,60367,3.9,84,47,6
Lamar,2015-01-01,Alabama,South,Maufacturing,Rural,31,,68,104,10.1,40740,6,80,56,6.9
Lauderdale,2015-01-01,Alabama,South,Nonspecialized,Urban,25,6,85,69,10,56200,3.6,87,35,6.1
Lawrence,2015-01-01,Alabama,South,Maufacturing,Urban,26,,86,89,9.7,49135,5.5,86,52,7.3
Lee,2015-01-01,Alabama,South,Federal/State Government,Urban,22,18,84,48,7.8,61141,5.2,83,24,5.2
Limestone,2015-01-01,Alabama,South,Federal/State Government,Urban,21,9,86,74,9.1,60588,3.1,88,41,5.5
Lowndes,2015-01-01,Alabama,South,Maufacturing,Urban,53,16,68,64,13.7,40055,4.2,83,62,11.9
Macon,2015-01-01,Alabama,South,Federal/State Government,Rural,46,,83,46,11.8,40630,2.9,84,32,8.6
Madison,2015-01-01,Alabama,South,Federal/State Government,Urban,20,11,79,53,10.3,75551,3.5,86,32,5.5
Marengo,2015-01-01,Alabama,South,Nonspecialized,Rural,50,13,86,87,12.8,45524,4.5,77,46,8.1
Marion,2015-01-01,Alabama,South,Maufacturing,Rural,31,,75,117,9.2,41635,4.3,89,59,7.9
Marshall,2015-01-01,Alabama,South,Maufacturing,Rural,30,12,85,77,7.9,48138,4.8,83,69,6.1
Mobile,2015-01-01,Alabama,South,Nonspecialized,Urban,31,15,68,66,11.8,54215,4.8,84,57,7.5
Monroe,2015-01-01,Alabama,South,Maufacturing,Rural,39,,76,75,15.5,39818,5,74,58,11.4
Montgomery,2015-01-01,Alabama,South,Federal/State Government,Urban,33,15,64,55,11.8,56169,3.8,82,53,6.9
Morgan,2015-01-01,Alabama,South,Maufacturing,Urban,25,11,76,73,9.2,56488,4,84,49,6
Perry,2015-01-01,Alabama,South,Nonspecialized,Rural,53,18,93,65,13.7,30347,4.2,85,51,12.9
Pickens,2015-01-01,Alabama,South,Nonspecialized,Urban,36,8,81,81,12.1,41840,3.3,87,41,8
Pike,2015-01-01,Alabama,South,Federal/State Government,Rural,35,11,62,66,9.4,46716,3.8,87,32,6.6
Randolph,2015-01-01,Alabama,South,Nonspecialized,Rural,34,14,77,68,9.1,46633,4.8,86,51,7.4
Russell,2015-01-01,Alabama,South,Maufacturing,Urban,34,,66,57,10.5,44886,5,79,57,7.5
St. Clair,2015-01-01,Alabama,South,Nonspecialized,Urban,21,10,77,91,8.2,61031,4,86,47,5.6
Shelby,2015-01-01,Alabama,South,Nonspecialized,Urban,11,13,89,53,8.3,84311,3.6,86,23,4.4
Sumter,2015-01-01,Alabama,South,Federal/State Government,Rural,49,,73,80,13.3,35600,5.4,78,34,9.9
Talladega,2015-01-01,Alabama,South,Maufacturing,Rural,29,11,78,95,12.8,44397,5.1,82,51,7.1
Tallapoosa,2015-01-01,Alabama,South,Nonspecialized,Rural,36,16,78,71,13.4,49427,5.2,79,59,7.7
Tuscaloosa,2015-01-01,Alabama,South,Federal/State Government,Urban,23,12,73,81,11.4,59726,4.1,86,30,5.8
Walker,2015-01-01,Alabama,South,Nonspecialized,Urban,32,8,79,82,9.9,47069,6.5,88,58,6.6
Washington,2015-01-01,Alabama,South,Maufacturing,Rural,29,,85,86,9.7,48031,3.2,83,42,10.2
Wilcox,2015-01-01,Alabama,South,Maufacturing,Rural,50,7,78,65,13.4,32727,3.6,81,50,15.6
Winston,2015-01-01,Alabama,South,Maufacturing,Rural,34,11,86,189,9.6,41493,6.5,82,54,8.9
Aleutians East,2015-01-01,Alaska,West,Maufacturing,Rural,13,40,,,,63913,3.8,89,61,11.5
Aleutians West,2015-01-01,Alaska,West,Maufacturing,Rural,8,27,,,4.4,89500,2.1,,22,8.8
Anchorage,2015-01-01,Alaska,West,Federal/State Government,Urban,10,19,73,40,6.2,91622,3,76,37,5
Bethel,2015-01-01,Alaska,West,Nonspecialized,Rural,31,17,44,134,5.2,49889,2.6,,81,15.4
Bristol Bay,2015-01-01,Alaska,West,Maufacturing,Rural,10,29,,,,90000,1.3,,50,3.7
Denali,2015-01-01,Alaska,West,Recreation,Rural,4,28,,,,97679,2.3,86,,8.8
Dillingham,2015-01-01,Alaska,West,Maufacturing,Rural,29,14,,,5.5,57434,2.3,,58,9.5
Fairbanks North Star,2015-01-01,Alaska,West,Federal/State Government,Urban,11,20,66,30,5.6,82310,3,76,37,5.8
Haines,2015-01-01,Alaska,West,Recreation,Rural,18,16,,,,68750,2,65,,7.9
Juneau,2015-01-01,Alaska,West,Federal/State Government,Rural,10,21,70,39,4.8,99526,3,83,26,4.6
Kenai Peninsula,2015-01-01,Alaska,West,Recreation,Rural,14,19,79,41,4.6,78668,3,81,30,7.5
Ketchikan Gateway,2015-01-01,Alaska,West,Federal/State Government,Rural,14,21,77,51,4.8,82964,3.2,82,30,6.1
Kodiak Island,2015-01-01,Alaska,West,Maufacturing,Rural,10,27,80,67,5.8,80104,2.1,82,32,5.6
Lake and Peninsula,2015-01-01,Alaska,West,Recreation,Rural,24,19,,,,54728,2.6,,49,7.4
Matanuska-Susitna,2015-01-01,Alaska,West,Recreation,Urban,12,18,72,56,6,83776,3.3,82,33,7.3
Nome,2015-01-01,Alaska,West,Nonspecialized,Rural,28,19,61,102,6.8,48273,2.4,88,94,11.7
North Slope,2015-01-01,Alaska,West,Mining,Rural,17,15,58,105,7.1,78906,1.7,40,92,5
Northwest Arctic,2015-01-01,Alaska,West,Mining,Rural,29,21,53,,6,60739,1.8,,95,15.2
Sitka,2015-01-01,Alaska,West,Nonspecialized,Rural,13,25,83,81,6.3,86996,2.5,80,28,5.2
Southeast Fairbanks,2015-01-01,Alaska,West,Mining,Rural,21,15,51,29,5.5,73611,2.2,78,38,11.1
Valdez-Cordova,2015-01-01,Alaska,West,Recreation,Rural,11,22,87,45,4.9,90139,3.4,84,25,8.7
Yakutat,2015-01-01,Alaska,West,Federal/State Government,Rural,27,,,,,78500,,,,8.8
Yukon-Koyukuk,2015-01-01,Alaska,West,Nonspecialized,Rural,30,25,53,33,4.4,48036,2.5,69,62,14.8
Apache,2015-01-01,Arizona,West,Federal/State Government,Rural,49,13,64,92,7,37674,4.3,31,57,19.8
Cochise,2015-01-01,Arizona,West,Federal/State Government,Urban,29,13,83,53,8.1,55471,3.8,77,50,8.8
Coconino,2015-01-01,Arizona,West,Federal/State Government,Urban,28,15,75,43,7.9,61083,3.1,58,34,8.1
Gila,2015-01-01,Arizona,West,Recreation,Rural,37,15,69,64,8.3,47335,5.5,73,79,9.3
Graham,2015-01-01,Arizona,West,Federal/State Government,Rural,27,14,78,57,7.6,54424,4.3,63,63,7.6
Greenlee,2015-01-01,Arizona,West,Mining,Rural,14,18,90,36,6.7,57574,3.7,81,65,6.2
La Paz,2015-01-01,Arizona,West,Recreation,Rural,37,20,69,48,6.3,41530,5.2,67,71,9.4
Maricopa,2015-01-01,Arizona,West,Nonspecialized,Urban,25,17,78,43,7,64751,3.2,84,48,6.7
Mohave,2015-01-01,Arizona,West,Recreation,Urban,34,16,76,63,6.9,46268,4.4,82,54,9.6
Navajo,2015-01-01,Arizona,West,Recreation,Rural,43,11,78,60,8.2,42673,3.7,54,68,15.2
Pima,2015-01-01,Arizona,West,Nonspecialized,Urban,27,15,73,36,7.2,57457,3.5,82,43,7
Pinal,2015-01-01,Arizona,West,Nonspecialized,Urban,24,18,73,65,6.6,55362,3.5,79,56,8.6
Santa Cruz,2015-01-01,Arizona,West,Federal/State Government,Rural,35,17,79,27,7.7,44257,2.9,79,56,18
Yavapai,2015-01-01,Arizona,West,Recreation,Urban,24,14,78,28,7.3,54475,4.1,81,46,8
Yuma,2015-01-01,Arizona,West,Recreation,Urban,29,14,75,55,6.1,44088,3.1,82,66,27.7
Arkansas,2015-01-01,Arkansas,South,Maufacturing,Rural,30,12,83,95,11.8,46282,4,79,65,6.7
Ashley,2015-01-01,Arkansas,South,Maufacturing,Rural,35,,82,80,10.6,43916,3,81,69,11.8
Baxter,2015-01-01,Arkansas,South,Nonspecialized,Rural,27,14,85,78,7.2,46178,4.1,87,48,8.1
Benton,2015-01-01,Arkansas,South,Nonspecialized,Urban,17,14,85,58,7.4,64767,3,85,46,5.7
Boone,2015-01-01,Arkansas,South,Nonspecialized,Rural,27,6,82,78,6,46267,4,82,54,7.4
Bradley,2015-01-01,Arkansas,South,Nonspecialized,Rural,40,,90,113,11,41816,3.7,83,72,9.1
Calhoun,2015-01-01,Arkansas,South,Maufacturing,Rural,26,,,84,8.5,46688,,88,42,9.1
Carroll,2015-01-01,Arkansas,South,Maufacturing,Rural,37,11,72,56,6.8,45548,4.1,84,66,5.7
Chicot,2015-01-01,Arkansas,South,Farming,Rural,47,,83,83,11.9,34673,3.9,77,73,10.9
Clark,2015-01-01,Arkansas,South,Federal/State Government,Rural,31,,84,53,8.2,50721,2.6,82,27,9
Clay,2015-01-01,Arkansas,South,Farming,Rural,30,,87,95,7.6,43673,3.4,86,68,11.4
Cleburne,2015-01-01,Arkansas,South,Recreation,Rural,26,,89,44,8.4,52289,4.5,86,53,7.7
Cleveland,2015-01-01,Arkansas,South,Nonspecialized,Urban,26,,,69,10.5,50407,4.9,90,46,7.9
Columbia,2015-01-01,Arkansas,South,Maufacturing,Rural,32,,88,61,10.7,50910,4.6,87,53,9.1
Conway,2015-01-01,Arkansas,South,Nonspecialized,Rural,33,,85,51,6.9,49061,6.2,85,66,8.1
Craighead,2015-01-01,Arkansas,South,Nonspecialized,Urban,29,10,87,65,8.1,52715,3.5,83,49,6.9
Crawford,2015-01-01,Arkansas,South,Maufacturing,Urban,28,14,89,76,8,48279,4.4,83,55,7.8
Crittenden,2015-01-01,Arkansas,South,Nonspecialized,Urban,36,12,80,65,12.7,46349,4.2,84,86,10.8
Cross,2015-01-01,Arkansas,South,Nonspecialized,Rural,31,13,87,104,11.2,46645,4.5,71,64,8.3
Dallas,2015-01-01,Arkansas,South,Nonspecialized,Rural,37,,93,70,14.4,46578,,77,65,10.2
Desha,2015-01-01,Arkansas,South,Nonspecialized,Rural,48,,86,114,14.7,37218,4.2,80,86,10.5
Drew,2015-01-01,Arkansas,South,Federal/State Government,Rural,33,,90,114,10.2,45597,4.7,77,47,10.6
Faulkner,2015-01-01,Arkansas,South,Nonspecialized,Urban,20,15,88,54,8.1,64583,3.5,86,35,7
Franklin,2015-01-01,Arkansas,South,Nonspecialized,Rural,31,,93,75,8,45702,5,83,53,7
Fulton,2015-01-01,Arkansas,South,Nonspecialized,Rural,40,,95,83,8.3,43407,3.3,81,54,7.3
Garland,2015-01-01,Arkansas,South,Recreation,Urban,35,17,84,67,8.9,49707,5.3,87,54,7.8
Grant,2015-01-01,Arkansas,South,Nonspecialized,Urban,22,19,79,87,9.6,57052,5,88,48,6.8
Greene,2015-01-01,Arkansas,South,Maufacturing,Rural,25,11,87,105,7.5,52080,3.3,82,63,8.9
Hempstead,2015-01-01,Arkansas,South,Nonspecialized,Rural,36,10,82,75,10.8,41791,3.9,83,79,7.5
Hot Spring,2015-01-01,Arkansas,South,Nonspecialized,Rural,30,10,90,108,8.1,48068,5.8,83,61,7.3
Howard,2015-01-01,Arkansas,South,Maufacturing,Rural,35,,93,73,8.2,42875,3.1,73,62,7.3
Independence,2015-01-01,Arkansas,South,Maufacturing,Rural,27,10,91,77,8.4,45030,4.4,83,54,9.2
Izard,2015-01-01,Arkansas,South,Federal/State Government,Rural,31,,95,100,8.3,42196,6,84,50,8.9
Jackson,2015-01-01,Arkansas,South,Federal/State Government,Rural,40,,90,121,9.7,39922,4.7,80,75,10.2
Jefferson,2015-01-01,Arkansas,South,Federal/State Government,Urban,38,15,78,53,12.6,48337,4.1,80,65,10.4
Johnson,2015-01-01,Arkansas,South,Maufacturing,Rural,33,11,89,67,6.9,42825,3.4,84,60,7.6
Lafayette,2015-01-01,Arkansas,South,Nonspecialized,Rural,40,,,69,15.1,40547,5.2,83,52,10.4
Lawrence,2015-01-01,Arkansas,South,Nonspecialized,Rural,34,,89,112,8.1,41045,,83,45,9.2
Lee,2015-01-01,Arkansas,South,Farming,Rural,52,9,73,106,13.4,35313,4,71,72,11.2
Lincoln,2015-01-01,Arkansas,South,Federal/State Government,Urban,30,,88,89,9.7,42453,3,86,52,9
Little River,2015-01-01,Arkansas,South,Maufacturing,Urban,28,,90,82,9,47237,4,76,56,8
Logan,2015-01-01,Arkansas,South,Nonspecialized,Rural,30,11,92,66,8.7,42473,2.9,83,66,7.9
Lonoke,2015-01-01,Arkansas,South,Nonspecialized,Urban,18,15,88,79,7.5,61788,3.9,85,47,6.4
Madison,2015-01-01,Arkansas,South,Maufacturing,Urban,30,17,93,51,7.4,44643,2.1,83,48,5.8
Marion,2015-01-01,Arkansas,South,Maufacturing,Rural,36,12,94,74,6.8,43233,4.2,83,57,8.4
Miller,2015-01-01,Arkansas,South,Nonspecialized,Urban,32,13,85,72,10.6,51218,4.2,87,74,7.4
Mississippi,2015-01-01,Arkansas,South,Maufacturing,Rural,39,5,78,99,11.5,42005,4.8,77,81,11
Monroe,2015-01-01,Arkansas,South,Nonspecialized,Rural,42,,87,82,12.7,36136,,79,67,8.3
Montgomery,2015-01-01,Arkansas,South,Recreation,Rural,38,,,57,8.3,41909,4.6,80,49,8
Nevada,2015-01-01,Arkansas,South,Maufacturing,Rural,33,,90,77,9.3,42735,10.1,85,64,7.7
Newton,2015-01-01,Arkansas,South,Farming,Rural,40,19,95,76,9.3,42730,3.7,87,43,7.6
Ouachita,2015-01-01,Arkansas,South,Federal/State Government,Rural,44,13,86,72,10.4,42668,6.1,88,76,9.4
Perry,2015-01-01,Arkansas,South,Nonspecialized,Urban,28,,87,58,8.1,50030,4.1,80,45,8.9
Phillips,2015-01-01,Arkansas,South,Nonspecialized,Rural,53,14,75,73,13.3,31664,5,75,89,11.2
Pike,2015-01-01,Arkansas,South,Nonspecialized,Rural,34,,87,85,8.4,43750,3.1,87,49,8.8
Poinsett,2015-01-01,Arkansas,South,Nonspecialized,Urban,38,,79,92,9.2,41095,6.6,80,80,8.3
Polk,2015-01-01,Arkansas,South,Nonspecialized,Rural,38,11,94,78,7.2,42521,4,79,65,7.9
Pope,2015-01-01,Arkansas,South,Nonspecialized,Rural,26,12,84,73,7.9,49106,3.2,84,45,7.8
Prairie,2015-01-01,Arkansas,South,Farming,Rural,30,,,81,8.3,42857,3.1,87,47,6.8
Pulaski,2015-01-01,Arkansas,South,Federal/State Government,Urban,26,16,75,59,10.5,59305,3.3,82,56,6.9
Randolph,2015-01-01,Arkansas,South,Nonspecialized,Rural,34,,89,64,7.1,45871,5.2,87,58,9.4
St. Francis,2015-01-01,Arkansas,South,Federal/State Government,Rural,50,8,76,86,12.8,37423,5.9,80,93,11
Saline,2015-01-01,Arkansas,South,Nonspecialized,Urban,16,11,86,68,8.4,65438,4.2,83,36,6.2
Scott,2015-01-01,Arkansas,South,Maufacturing,Rural,35,,86,120,8.1,41004,4.2,78,78,6.4
Searcy,2015-01-01,Arkansas,South,Nonspecialized,Rural,43,,94,71,6.6,40773,5,86,50,7.7
Sebastian,2015-01-01,Arkansas,South,Maufacturing,Urban,33,11,79,56,8.1,50344,3.6,84,60,7.6
Sevier,2015-01-01,Arkansas,South,Maufacturing,Rural,33,16,90,99,6.9,46261,3.7,82,80,7.8
Sharp,2015-01-01,Arkansas,South,Nonspecialized,Rural,39,7,88,79,7.5,38789,6.6,87,56,10.3
Stone,2015-01-01,Arkansas,South,Nonspecialized,Rural,41,,93,100,11.3,39189,5.6,75,60,10.8
Union,2015-01-01,Arkansas,South,Mining,Rural,31,12,84,62,9.4,49132,4.2,85,70,8.5
Van Buren,2015-01-01,Arkansas,South,Nonspecialized,Rural,30,16,89,67,8.6,44829,4.1,89,61,9.1
Washington,2015-01-01,Arkansas,South,Nonspecialized,Urban,26,15,86,53,7.5,56960,3.2,82,43,5.6
White,2015-01-01,Arkansas,South,Nonspecialized,Rural,23,10,87,89,8,54375,3.1,82,49,8.7
Woodruff,2015-01-01,Arkansas,South,Nonspecialized,Rural,41,,,91,10.7,38980,,81,77,10.3
Yell,2015-01-01,Arkansas,South,Maufacturing,Rural,31,16,88,151,8.4,44079,3.6,75,78,6.3
Alameda,2015-01-01,California,West,Nonspecialized,Urban,15,19,81,42,7.3,92328,3.2,80,24,7.4
Alpine,2015-01-01,California,West,Recreation,Rural,32,,,23,,67188,,83,,11.4
Amador,2015-01-01,California,West,Federal/State Government,Rural,22,18,92,42,5.9,69812,4.2,85,22,9.9
Butte,2015-01-01,California,West,Nonspecialized,Urban,25,20,86,59,5.8,56914,4.5,81,26,10
Calaveras,2015-01-01,California,West,Recreation,Rural,22,24,94,51,5.2,68632,4.3,85,22,10.4
Colusa,2015-01-01,California,West,Farming,Rural,20,,86,65,5.9,56491,2.6,89,45,18.4
Contra Costa,2015-01-01,California,West,Nonspecialized,Urban,13,18,84,44,6.8,95824,3.4,80,21,7.4
Del Norte,2015-01-01,California,West,Federal/State Government,Rural,33,,90,56,5.2,52427,4,85,54,11.6
El Dorado,2015-01-01,California,West,Recreation,Urban,14,21,94,37,6.3,86967,3.1,82,16,8.5
Fresno,2015-01-01,California,West,Nonspecialized,Urban,42,18,83,53,7.5,49999,3.7,82,54,12.9
Glenn,2015-01-01,California,West,Farming,Rural,29,17,87,51,5.1,50407,3.1,82,46,12.2
Humboldt,2015-01-01,California,West,Nonspecialized,Rural,26,22,89,39,5.5,53407,3.9,86,26,8.8
Imperial,2015-01-01,California,West,Federal/State Government,Urban,31,16,85,61,6,45815,3.8,85,59,24.5
Inyo,2015-01-01,California,West,Recreation,Rural,23,,78,33,8.7,67420,,84,40,8.1
Kern,2015-01-01,California,West,Nonspecialized,Urban,31,16,82,67,7.1,52649,4.2,81,61,11.8
Kings,2015-01-01,California,West,Federal/State Government,Urban,28,15,81,63,6.4,49735,4.3,74,61,13.5
Lake,2015-01-01,California,West,Nonspecialized,Rural,34,21,91,54,6,47238,4.5,81,44,11.9
Lassen,2015-01-01,California,West,Federal/State Government,Rural,20,21,86,63,6.6,64487,4.1,77,34,10.8
Los Angeles,2015-01-01,California,West,Nonspecialized,Urban,27,15,79,54,7.2,62703,3.7,80,35,9.9
Madera,2015-01-01,California,West,Nonspecialized,Urban,32,15,86,49,6.4,49272,4.6,85,59,11.4
Marin,2015-01-01,California,West,Recreation,Urban,10,22,93,30,6.1,121130,3,84,12,5
Mariposa,2015-01-01,California,West,Recreation,Rural,26,18,93,39,6.2,60921,3.4,86,24,9.2
Mendocino,2015-01-01,California,West,Recreation,Rural,29,24,84,36,6.1,55233,4,84,39,7.7
Merced,2015-01-01,California,West,Nonspecialized,Urban,34,14,92,52,6.5,46793,4.2,82,49,14.7
Modoc,2015-01-01,California,West,Federal/State Government,Rural,33,,,46,6.7,47838,,82,38,11.7
Mono,2015-01-01,California,West,Recreation,Rural,19,26,82,21,7.9,73556,3.1,82,26,8.6
Monterey,2015-01-01,California,West,Recreation,Urban,24,15,82,36,5.8,62441,4.6,84,51,10.1
Napa,2015-01-01,California,West,Recreation,Urban,14,24,88,46,6.1,80921,4,80,25,6.3
Nevada,2015-01-01,California,West,Recreation,Rural,18,17,89,36,5.8,69203,3,85,17,7.7
Orange,2015-01-01,California,West,Nonspecialized,Urban,19,17,91,39,6.5,86003,3.2,84,25,6.2
