Name,Control,Region,Locale,Admission Rate,SAT Average,% Female,Median Earnings of Graduate,Undergraduate Population,Completion Rate,Average Cost of Attendance,Out-of-State Tuition,Percentage of Undergraduates Aged 25 and Above,% Undergraduate Students Receiving Loans,Year
University of Nebraska at Kearney,Public,Plains,,0.8486,1049,0.586860137,39100,5247,0.2109,19212,12370,0.1036,0.5002,2013-01-01
Kaplan University-Lincoln Campus,Private,Plains,,,,0.7965370272,33500,471,0.5,25840,15352,0.7246,0.7201,2013-01-01
Nebraska Methodist College of Nursing & Allied Health,Private,Plains,,0.3333,1070,0.8876404494,47100,740,0.48,23987,13302,0.3679,0.786,2013-01-01
Metropolitan Community College Area,Public,Plains,,,,0.5809795284,29300,7737,,11490,3803,0.4427,0.1643,2013-01-01
Mid-Plains Community College,Public,Plains,,,,0.5866236906,29200,1437,,10126,3450,0.3404,0.2574,2013-01-01
Midland University,Private,Plains,,0.6832,970,0.4652173913,38800,1189,0.414,36214,27146,0.1007,0.804,2013-01-01
Nebraska Christian College of Hope International University,Private,Plains,,,,0.4454545455,26000,150,0.0667,22658,11300,0.12,0.8248,2013-01-01
University of Nebraska at Omaha,Public,Plains,,0.7078,1070,0.5448113208,42300,12153,0.1429,16860,16890,0.2258,0.4683,2013-01-01
Kaplan University-Omaha Campus,Private,Plains,,,,0.7965370272,33500,728,0,24424,15352,0.7308,0.754,2013-01-01
Nebraska Indian Community College,Public,Plains,,,,0.6620689655,15400,191,,10728,4080,0.5879,0,2013-01-01
Nebraska Wesleyan University,Private,Plains,,0.7689,1109,0.6518218623,45300,1892,0.5457,36429,27242,0.2164,0.6626,2013-01-01
University of Nebraska-Lincoln,Public,Plains,,0.6404,1147,0.5042289259,43700,19376,0.3234,21024,21388,0.0597,0.4022,2013-01-01
Northeast Community College,Public,Plains,,,,0.5550067355,33600,2812,,11324,3855,0.3584,0.2826,2013-01-01
Peru State College,Public,Plains,,,,0.5754812563,35600,1534,0.1929,15207,6188,0.2813,0.4704,2013-01-01
College of Saint Mary,Private,Plains,,0.5701,1070,,38800,691,0.2688,36592,26934,0.3197,0.7366,2013-01-01
Southeast Community College Area,Public,Plains,,,,0.5268292683,36100,7512,,10071,3139,0.3236,0.6195,2013-01-01
Union College,Private,Plains,,0.5229,1050,0.5664160401,40400,759,0.2484,30383,20470,0.1401,0.7161,2013-01-01
Vatterott College-Spring Valley,Private,Plains,,,,0.5972222222,25500,330,,21473,12538,0.6152,0.3079,2013-01-01
Nebraska College of Technical Agriculture,Public,Plains,,,,0.5042289259,43700,225,,15731,8706,0.1033,0.4199,2013-01-01
Wayne State College,Public,Plains,,,,0.5710799268,35400,2900,0.2477,15002,9774,0.0923,0.6599,2013-01-01
Western Nebraska Community College,Public,Plains,,,,0.6139438085,27900,1478,,11346,2724,0.3423,0.196,2013-01-01
York College,Private,Plains,,0.489,924,0.4291044776,36000,456,0.1798,26127,15600,0.098,0.75,2013-01-01
College of Southern Nevada,Public,Far West,,,,0.5856740766,31900,29848,,11838,9345,0.4493,0.0713,2013-01-01
The Art Institute of Las Vegas,Private,Far West,,,,0.6847868724,29600,1097,0.1511,29598,17416,0.3573,0.8525,2013-01-01
Altierus Career College-Henderson,Private,Far West,,,,0.73515625,25100,915,,26616,15552,0.5486,0.7452,2013-01-01
University of Nevada-Las Vegas,Public,Far West,,0.8512,1003,0.589617076,43200,22742,0.1464,17478,20600,0.2531,0.3687,2013-01-01
University of Nevada-Reno,Public,Far West,,0.8396,1081,0.5552896123,45000,15310,0.1568,21398,20520,0.1501,0.3853,2013-01-01
Great Basin College,Public,Far West,,,,0.6392896781,31100,2387,0.0455,12845,9345,0.4143,0.2228,2013-01-01
Morrison University,Private,Far West,,,,0.678684377,33500,374,0.6364,30711,6549,0.7968,0.939,2013-01-01
Sierra Nevada College,Private,Far West,,,,0.4352517986,44900,476,0.3731,44600,28483,0.1853,0.6087,2013-01-01
Truckee Meadows Community College,Public,Far West,,,,0.5639204545,32800,9051,,12067,9345,0.398,0.1438,2013-01-01
Western Nevada College,Public,Far West,,,,0.5728693898,28800,3511,,13184,9345,0.5024,0.2103,2013-01-01
Colby-Sawyer College,Private,New England,,0.8312,,0.7558139535,39900,1395,0.4788,50644,37300,0.0142,0.7576,2013-01-01
Daniel Webster College,Private,New England,,0.5992,962,0.2865612648,53500,626,0.3347,27321,15630,0.1377,0.8729,2013-01-01
Dartmouth College,Private,New England,,0.0978,1446,0.497983871,70000,4154,0.8654,61398,46752,0.0061,0.2454,2013-01-01
Franklin Pierce University,Private,New England,,0.8472,975,0.5461056401,37500,1664,0.3884,44410,31000,0.1616,0.669,2013-01-01
Mount Washington College,Private,New England,,,,0.6975673899,30600,2273,0,20578,8016,0.6392,0.7,2013-01-01
New England College,Private,New England,,0.8997,,0.6174899866,34100,1465,0.3391,44247,33000,0.3545,0.7249,2013-01-01
Southern New Hampshire University,Private,New England,,0.7866,965,0.6263418662,41700,17172,0.4653,39677,28884,0.6234,0.6931,2013-01-01
University of New Hampshire-Main Campus,Public,New England,,0.7784,1100,0.5592891761,47700,12288,0.6366,29520,29216,0.0324,0.676,2013-01-01
Keene State College,Public,New England,,0.8185,975,0.5758313058,41200,4643,0.5155,24614,20161,0.0586,0.7316,2013-01-01
University of New Hampshire at Manchester,Public,New England,,0.7306,1020,0.5592891761,47700,781,0.2963,21507,26482,0.2881,0.5114,2013-01-01
Plymouth State University,Public,New England,,0.7748,965,0.5084033613,38600,3986,0.4115,24828,20030,0.0541,0.752,2013-01-01
NHTI-Concord's Community College,Public,New England,,,,0.5456081081,38200,3826,,19062,15936,0.3064,0.591,2013-01-01
White Mountains Community College,Public,New England,,,,0.595463138,32800,627,,19858,16240,0.5208,0.5955,2013-01-01
Manchester Community College,Public,New England,,,,0.5482970408,36000,2450,,16905,15744,0.4275,0.5096,2013-01-01
Nashua Community College,Public,New England,,,,0.5228712175,35200,2026,,16741,15808,0.3202,0.4524,2013-01-01
Rivier University,Private,New England,,0.8928,932,0.794653706,43100,1524,0.4279,39525,28055,0.4104,0.6209,2013-01-01
Saint Anselm College,Private,New England,,0.7365,1145,0.6272123894,55500,1912,0.7113,48016,35204,0.0146,0.7405,2013-01-01
St Joseph School of Nursing,Private,New England,,0.2,,0.8794326241,40400,131,,21198,16558,0.7328,0.7015,2013-01-01
Granite State College,Public,New England,,,,0.7319790301,33800,1680,0.0909,17576,7545,0.7649,0.6729,2013-01-01
Thomas More College of Liberal Arts,Private,New England,,,,0.65,,80,0.4583,31300,19800,0.1,0.6737,2013-01-01
Eastwick College-Hackensack,Private,Mid East,,0.8227,,0.8789712557,25700,323,,26062,14659,0.6667,0.8906,2013-01-01
Atlantic Cape Community College,Public,Mid East,,,,0.5692202773,26100,6762,,20918,7195,0.3129,0.1683,2013-01-01
Bergen Community College,Public,Mid East,,,,0.5311166691,36500,14688,,11917,7854,0.2669,0.1526,2013-01-01
Berkeley College-Woodland Park,Private,Mid East,,,,0.7064525901,38100,3667,0.2517,34369,23100,0.4312,0.837,2013-01-01
Bloomfield College,Private,Mid East,,0.5464,835,0.6505928854,35900,1906,0.1438,38858,25880,0.2044,0.8211,2013-01-01
Brookdale Community College,Public,Mid East,,,,0.5318867925,33500,12492,,11196,6809,0.25,0.1709,2013-01-01
Rowan College at Burlington County,Public,Mid East,,,,0.6052574876,34900,8790,,11534,6195,0.3311,0.1288,2013-01-01
Caldwell University,Private,Mid East,,0.6408,949,0.7249070632,41700,1570,0.3517,38223,29000,0.2186,0.836,2013-01-01
Camden County College,Public,Mid East,,,,0.5954539482,31600,12096,,10511,4260,0.3823,0.1556,2013-01-01
Centenary University,Private,Mid East,,0.9094,956,0.607891492,43800,1708,0.56,44586,30540,0.3138,0.5817,2013-01-01
Branford Hall Career Institute-Parsippany,Private,Mid East,,,,0.6695156695,41500,148,,27704,13567,0.5135,0.8081,2013-01-01
County College of Morris,Public,Mid East,,,,0.4943899018,38000,7583,,10866,10665,0.2317,0.1832,2013-01-01
Cumberland County College,Public,Mid East,,,,0.6045611015,31500,3814,,13884,14100,0.3498,0.2054,2013-01-01
Drew University,Private,Mid East,,0.7743,1109,0.6618589744,50800,1453,0.6482,56932,44068,0.0221,0.6039,2013-01-01
Essex County College,Public,Mid East,,,,0.5788652482,29200,11150,,8554,5988,0.3931,0,2013-01-01
Fairleigh Dickinson University-Metropolitan Campus,Private,Mid East,,0.7341,985,0.5965227818,48400,3915,0.3197,43227,34882,0.2313,0.3668,2013-01-01
Felician University,Private,Mid East,,0.8819,877,0.7468208092,41900,1618,0.2449,41750,29990,0.3831,0.6941,2013-01-01
Fairleigh Dickinson University-Florham Campus,Private,Mid East,,0.7774,1020,0.5965227818,48400,2242,0.4041,51159,37348,0.0576,0.6927,2013-01-01
Georgian Court University,Private,Mid East,,0.779,900,0.813225058,42800,1398,0.2522,38533,29606,0.1742,0.6788,2013-01-01
Rowan University,Public,Mid East,,0.5923,1120,0.4872761546,49400,10656,0.4576,26970,20186,0.1353,0.5836,2013-01-01
Rowan College at Gloucester County,Public,Mid East,,,,0.6037419715,33400,6362,,11530,7805,0.2531,0.1822,2013-01-01
Eastwick College-Ramsey,Private,Mid East,,0.3675,,0.8447971781,37900,987,,33787,17181,0.7079,0.6935,2013-01-01
Holy Name Medical Center School of Nursing,Private,Mid East,,0.3287,,0.8510638298,64500,166,,35434,19694,0.6627,0.7908,2013-01-01
Hudson County Community College,Public,Mid East,,,,0.5901137358,28100,8753,,11853,11328,0.3412,0.0956,2013-01-01
New Jersey City University,Public,Mid East,,0.4129,917,0.6267346361,42100,6373,0.0493,19058,19065,0.4109,0.564,2013-01-01
Joe Kubert School of Cartoon and Graphic Art,Private,Mid East,,0.784,,0.1666666667,,98,,31388,19580,0.2857,0.6404,2013-01-01
Kean University,Public,Mid East,,0.8037,905,0.618724559,46000,11975,0.1894,19462,17141,0.2725,0.6133,2013-01-01
Mercer County Community College,Public,Mid East,,,,0.5461035098,33700,7885,,8484,6588,0.3516,0.115,2013-01-01
Middlesex County College,Public,Mid East,,,,0.5531876138,35700,11433,,10545,6650,0.2517,0.1451,2013-01-01
Monmouth University,Private,Mid East,,0.7791,1063,0.5977653631,50300,4557,0.4163,42307,31018,0.0521,0.6716,2013-01-01
Montclair State University,Public,Mid East,,0.6532,970,0.6310215679,48900,15182,0.3438,22773,20196,0.1367,0.6066,2013-01-01
JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing,Private,Mid East,,0.7778,950,0.840625,66700,361,,25206,20479,0.7175,0.677,2013-01-01
New Jersey Institute of Technology,Public,Mid East,,0.6547,1142,0.194488189,65900,6449,0.2342,26700,28274,0.184,0.4698,2013-01-01
Ocean County College,Public,Mid East,,,,0.5742277547,33200,8174,,13635,6120,0.2679,0.18,2013-01-01
Passaic County Community College,Public,Mid East,,,,0.6026923077,26200,8379,,11420,7331,0.3548,0.0672,2013-01-01
Princeton University,Private,Mid East,,0.0741,1495,0.4763358779,80500,5234,0.8777,55430,40170,0.0041,0.0482,2013-01-01
Rabbinical College of America,Private,Mid East,,1,,,30500,239,0,22000,10700,0.0962,0,2013-01-01
Ramapo College of New Jersey,Public,Mid East,,0.5526,1096,0.5563351217,48000,5397,0.5869,27781,22038,0.127,0.6063,2013-01-01
Rider University,Private,Mid East,,0.7187,1038,0.6115702479,50200,4192,0.5525,48163,35270,0.1064,0.656,2013-01-01
Rutgers University-Camden,Public,Mid East,,0.5859,1035,0.5325419774,56400,4777,0.2667,22048,26908,0.3059,0.6878,2013-01-01
Rutgers University-New Brunswick,Public,Mid East,,0.5951,1210,0.5325419774,56400,33427,0.571,28011,27523,0.0886,0.5591,2013-01-01
Rutgers University-Newark,Public,Mid East,,0.5401,1059,0.5325419774,56400,6748,0.3231,22046,27022,0.2213,0.5501,2013-01-01
Saint Peter's University,Private,Mid East,,0.5408,913,0.5922401171,44500,2369,0.3357,40921,32284,0.2331,0.6353,2013-01-01
Salem Community College,Public,Mid East,,,,0.592032967,27100,1133,,10053,4794,0.2919,0.2151,2013-01-01
Seton Hall University,Private,Mid East,,0.7916,1121,0.6010434783,56400,5632,0.5024,46869,35820,0.0928,0.5785,2013-01-01
College of Saint Elizabeth,Private,Mid East,,0.4836,855,0.942791762,42800,947,0.4125,43899,31095,0.4428,0.4866,2013-01-01
Raritan Valley Community College,Public,Mid East,,,,0.5444147922,35800,7246,,8611,4222,0.2783,0.0969,2013-01-01
Stevens Institute of Technology,Private,Mid East,,0.3816,1305,0.308793456,87300,2662,0.4451,59479,44490,0.0134,0.6589,2013-01-01
Stockton University,Public,Mid East,,0.6211,1068,0.6016781836,46800,7491,0.4219,26086,18715,0.1541,0.667,2013-01-01
The College of New Jersey,Public,Mid East,,0.4311,1235,0.5883326438,56200,6446,0.7247,28943,25135,0.0262,0.5193,2013-01-01
Union County College,Public,Mid East,,,,0.6214497041,31500,11437,,9211,9996,0.4157,0.1408,2013-01-01
William Paterson University of New Jersey,Public,Mid East,,0.6811,1010,0.5645065984,44300,9930,0.1624,21990,19458,0.1953,0.6629,2013-01-01
Central New Mexico Community College,Public,Southwest,,,,0.5380914826,29600,25090,,8946,6656,0.4726,0.2438,2013-01-01
Navajo Technical University,Public,Southwest,,,,0.5223880597,17000,1654,,9178,3790,0.4898,0,2013-01-01
New Mexico State University-Dona Ana,Public,Southwest,,,,0.5587158841,33400,6677,,11190,4968,0.3498,0.3764,2013-01-01
Clovis Community College,Public,Southwest,,,,0.6773333333,25200,2021,,11844,2376,0.5648,0.0942,2013-01-01
Eastern New Mexico University-Main Campus,Public,Southwest,,0.6321,932,0.6019755956,29300,3767,0.1227,15021,10069,0.2728,0.3851,2013-01-01
Eastern New Mexico University-Roswell Campus,Public,Southwest,,,,0.6019755956,29300,2134,,12146,5330,0.4388,0.0489,2013-01-01
Institute of American Indian and Alaska Native Culture and Arts Development,Public,Southwest,,1,,0.4576271186,,225,0,15287,3560,0.3546,0,2013-01-01
New Mexico Highlands University,Public,Southwest,,,,0.6002587322,35600,2221,0.0865,15611,6382,0.3873,0.4225,2013-01-01
New Mexico Junior College,Public,Southwest,,,,0.6464088398,29200,1500,,11954,1896,0.3211,0.0485,2013-01-01
New Mexico Military Institute,Public,Southwest,,0.4186,967,0.1676829268,36600,470,,14200,9010,0,0.2224,2013-01-01
University of New Mexico-Gallup Campus,Public,Southwest,,,,0.5781920014,34900,2233,,12542,4104,0.3951,0.2556,2013-01-01
New Mexico Institute of Mining and Technology,Public,Southwest,,0.4136,1200,0.2587646077,52900,1490,0.1875,17600,17073,0.1827,0.3495,2013-01-01
University of New Mexico-Los Alamos Campus,Public,Southwest,,,,0.5781920014,34900,541,,11743,4572,0.4489,0.2197,2013-01-01
University of New Mexico-Main Campus,Public,Southwest,,0.6458,1038,0.5781920014,34900,20847,0.1456,16822,20688,0.2616,0.3877,2013-01-01
New Mexico State University-Alamogordo,Public,Southwest,,,,0.5587158841,33400,1379,,9582,5160,0.4959,0.4015,2013-01-01
New Mexico State University-Carlsbad,Public,Southwest,,,,0.5587158841,33400,806,,9653,3700,0.3251,0.2311,2013-01-01
New Mexico State University-Grants,Public,Southwest,,,,0.5587158841,33400,512,,9923,3696,0.4464,0.3479,2013-01-01
New Mexico State University-Main Campus,Public,Southwest,,0.852,982,0.5587158841,33400,12886,0.1563,17290,19644,0.2374,0.4438,2013-01-01
University of New Mexico-Valencia County Campus,Public,Southwest,,,,0.5781920014,34900,1775,,11069,4182,0.3595,0.3421,2013-01-01
Northern New Mexico College,Public,Southwest,,,,0.5688816856,28500,1173,0,10358,11523,0.3751,0.1424,2013-01-01
San Juan College,Public,Southwest,,,,0.6571097596,30600,6090,,11305,3138,0.593,0.0995,2013-01-01
Santa Fe Community College,Public,Southwest,,,,0.5735660848,30700,4173,,15349,3084,0.6441,0.2012,2013-01-01
Santa Fe University of Art and Design,Private,Southwest,,0.9975,998,0.5285412262,36900,659,0.1687,41417,30136,0.1053,0.6746,2013-01-01
University of the Southwest,Private,Southwest,,,,0.5436046512,38900,318,0.0625,24154,14280,0.3396,0.7523,2013-01-01
Southwestern Indian Polytechnic Institute,Public,Southwest,,,,0.5070093458,21400,519,,12228,675,0.3943,0,2013-01-01
University of New Mexico-Taos Campus,Public,Southwest,,,,0.5781920014,34900,941,,13022,4560,0.3996,0.3085,2013-01-01
Mesalands Community College,Public,Southwest,,,,0.5108695652,23700,598,,14010,2544,0.429,0,2013-01-01
Western New Mexico University,Public,Southwest,,,,0.5566106647,30600,2166,0.1218,15121,12763,0.3177,0.3826,2013-01-01
Vaughn College of Aeronautics and Technology,Private,Mid East,,0.7706,989,0.1246861925,48400,1721,0.4815,30790,20450,0.4142,0.6926,2013-01-01
Adelphi University,Private,Mid East,,0.6814,1098,0.7208142916,55200,5000,0.5255,41559,30800,0.1562,0.6059,2013-01-01
Adirondack Community College,Public,Mid East,,,,0.5571546053,30700,3614,,10166,7970,0.2775,0.3479,2013-01-01
Globe Institute of Technology,Private,Mid East,,,,0.3306878307,22000,551,0.16,25718,11120,0.2711,0.3533,2013-01-01
Bryant & Stratton College-Albany,Private,Mid East,,,,0.7754819347,22900,568,,21093,16565,0.5776,0.8296,2013-01-01
Albany College of Pharmacy and Health Sciences,Private,Mid East,,0.634,1195,0.6152647975,122600,1075,0.7235,40718,28900,0.1039,0.814,2013-01-01
Alfred University,Private,Mid East,,0.698,1106,0.4758364312,39100,1905,0.4459,38830,25430,0.0311,0.7783,2013-01-01
The Ailey School,Private,Mid East,,0.1784,,0.7441860465,28300,91,,33155,10960,0.0879,0.2959,2013-01-01
American Academy of Dramatic Arts-New York,Private,Mid East,,0.8118,,0.6010638298,26000,216,,49143,30650,0.1019,0.5068,2013-01-01
American Academy McAllister Institute of Funeral Service,Private,Mid East,,,,0.6632653061,41100,408,,17167,14498,0.7279,0.5231,2013-01-01
Joffrey Ballet School,Private,Mid East,,1,,0.7926829268,,230,,29577,13674,0.0174,0.2111,2013-01-01
American Musical and Dramatic Academy,Private,Mid East,,0.2603,,0.6442553191,26900,1365,,44526,31820,0.0454,0.7725,2013-01-01
Associated Beth Rivkah Schools,Private,Mid East,,0.9583,,,12700,106,,18138,7000,0.0472,0,2013-01-01
Bard College,Private,Mid East,,0.3761,,0.5684931507,35900,2201,0.602,60280,46370,0.0839,0.4901,2013-01-01
Barnard College,Private,Mid East,,0.2053,1340,,56400,2474,0.8185,59581,44790,0.0064,0.3183,2013-01-01
Berkeley College-New York,Private,Mid East,,,,0.661633282,38800,4551,0.2254,36229,23100,0.4204,0.7251,2013-01-01
Beth Hatalmud Rabbinical College,Private,Mid East,,1,,,,47,0,15275,7500,0,0,2013-01-01
Beth Hamedrash Shaarei Yosher Institute,Private,Mid East,,1,,,,49,0,12900,7500,0,0,2013-01-01
Phillips School of Nursing at Mount Sinai Beth Israel,Private,Mid East,,0.3043,,0.8390804598,81200,269,,,21360,0.7323,0.5296,2013-01-01
Boricua College,Private,Mid East,,,,0.7034412955,32700,1050,0.2913,26225,11025,0.5895,0.1003,2013-01-01
Bramson ORT College,Private,Mid East,,,,0.6032745592,26900,675,,18696,11330,0.4849,0.1657,2013-01-01
Briarcliffe College,Private,Mid East,,,,0.6980099502,36900,1885,0.1176,22104,16665,0.5095,0.8827,2013-01-01
SUNY Broome Community College,Public,Mid East,,,,0.5702680747,30900,5425,,10787,8495,0.3276,0.4777,2013-01-01
Bryant & Stratton College-Amherst,Private,Mid East,,,,0.7754819347,22900,400,,20973,16565,0.5908,0.8525,2013-01-01
Bryant & Stratton College-Syracuse North,Private,Mid East,,,,0.7754819347,22900,444,,20548,16565,0.6084,0.8524,2013-01-01
Bryant & Stratton College-Syracuse,Private,Mid East,,,,0.7754819347,22900,520,,22390,16565,0.4713,0.8322,2013-01-01
Bryant & Stratton College-Buffalo,Private,Mid East,,,,0.7754819347,22900,716,,21458,16565,0.5851,0.894,2013-01-01
