County,Year,State,Region,Distance from Metro,Persistent Poverty,Access to Healthcare,% Obese,% Poor Health,Quality of Healthcare,Sexually Transmitted Infections,% Single-Parent Households,% Smokers,% Some College,% Uninsured,Violent Crime Rate
Jackson,2015-01-01,Mississippi,South,In Metropolitan,No,56,32,20,57.1,462,40,27,57.8,19,323
Jasper,2015-01-01,Mississippi,South,Far from Metropolitan,Yes,18,40,27,45.4,787,46,14,52.5,21,
Jefferson,2015-01-01,Mississippi,South,Adjacent to Metropolitan,Yes,26,44,30,53.4,1270,73,17,48.5,21,366
Jefferson Davis,2015-01-01,Mississippi,South,Adjacent to Metropolitan,Yes,25,37,24,64.6,997,59,28,46.6,23,
Jones,2015-01-01,Mississippi,South,Adjacent to Metropolitan,No,52,36,23,54.1,586,47,21,55.4,22,277
Kemper,2015-01-01,Mississippi,South,Far from Metropolitan,Yes,,36,30,59.6,764,53,27,35.1,24,49
Lafayette,2015-01-01,Mississippi,South,Adjacent to Metropolitan,Yes,61,35,16,64.7,699,41,16,71.4,21,
Lamar,2015-01-01,Mississippi,South,In Metropolitan,No,140,34,19,60.7,168,32,18,71.7,18,76
Lauderdale,2015-01-01,Mississippi,South,Far from Metropolitan,Yes,101,35,22,59,836,52,22,58.1,18,329
Lawrence,2015-01-01,Mississippi,South,Adjacent to Metropolitan,No,40,38,24,52.9,837,38,29,55.8,19,
Leake,2015-01-01,Mississippi,South,Adjacent to Metropolitan,Yes,9,37,25,53.4,953,51,27,47.7,25,34
Lee,2015-01-01,Mississippi,South,Far from Metropolitan,No,93,32,18,59.3,850,40,23,61.9,18,136
Leflore,2015-01-01,Mississippi,South,Far from Metropolitan,Yes,65,43,22,59.1,1677,72,23,50.4,22,602
Lincoln,2015-01-01,Mississippi,South,Adjacent to Metropolitan,No,34,37,25,55.2,616,42,22,60.4,18,134
Lowndes,2015-01-01,Mississippi,South,Far from Metropolitan,Yes,42,36,20,57.5,625,45,25,58.5,19,231
Madison,2015-01-01,Mississippi,South,In Metropolitan,No,120,30,15,62.7,558,33,14,77.5,14,113
Marion,2015-01-01,Mississippi,South,Adjacent to Metropolitan,Yes,42,38,25,52.1,654,46,26,48.3,21,193
Marshall,2015-01-01,Mississippi,South,In Metropolitan,Yes,11,40,23,55.5,959,50,31,39.6,22,
Monroe,2015-01-01,Mississippi,South,Far from Metropolitan,No,44,33,24,62.3,629,41,23,49.7,20,
Montgomery,2015-01-01,Mississippi,South,Far from Metropolitan,Yes,75,39,20,53.2,1131,56,19,43.8,20,
Neshoba,2015-01-01,Mississippi,South,Far from Metropolitan,Yes,50,36,26,53,1037,49,27,53.7,24,
Newton,2015-01-01,Mississippi,South,Far from Metropolitan,No,42,30,21,56.3,1014,42,25,59.7,21,
Noxubee,2015-01-01,Mississippi,South,Far from Metropolitan,Yes,18,43,23,52.9,1257,62,14,40.8,26,
Oktibbeha,2015-01-01,Mississippi,South,Far from Metropolitan,Yes,42,33,18,62.9,915,43,16,74.9,20,181
Panola,2015-01-01,Mississippi,South,Adjacent to Metropolitan,Yes,29,36,22,46.9,1213,53,24,49.6,20,341
Pearl River,2015-01-01,Mississippi,South,Adjacent to Metropolitan,No,29,33,25,55,335,36,30,53.7,21,163
Perry,2015-01-01,Mississippi,South,In Metropolitan,No,,36,25,49.3,364,42,24,52.5,21,
Pike,2015-01-01,Mississippi,South,Adjacent to Metropolitan,Yes,50,39,29,55.3,756,52,27,51.7,20,283
Pontotoc,2015-01-01,Mississippi,South,Far from Metropolitan,No,20,34,24,61.3,389,40,25,44.6,23,43
Prentiss,2015-01-01,Mississippi,South,Far from Metropolitan,No,55,31,25,50,315,37,24,45.7,20,
Quitman,2015-01-01,Mississippi,South,Adjacent to Metropolitan,Yes,13,41,35,51.1,1359,56,29,42.1,22,
Rankin,2015-01-01,Mississippi,South,In Metropolitan,No,65,32,15,65.9,344,29,20,67.8,15,108
Scott,2015-01-01,Mississippi,South,Adjacent to Metropolitan,Yes,21,36,27,47.3,1051,48,24,36.7,25,281
Sharkey,2015-01-01,Mississippi,South,Adjacent to Metropolitan,Yes,42,41,15,46.8,1375,68,,53.5,21,72
Simpson,2015-01-01,Mississippi,South,In Metropolitan,Yes,47,38,24,55.6,482,42,23,47.6,21,224
Smith,2015-01-01,Mississippi,South,Adjacent to Metropolitan,No,18,34,21,55.6,514,45,17,48.6,20,
Stone,2015-01-01,Mississippi,South,Adjacent to Metropolitan,No,28,30,21,55.9,272,34,24,54.8,21,
Sunflower,2015-01-01,Mississippi,South,Far from Metropolitan,Yes,28,42,23,46.2,1287,63,21,45.7,21,503
Tallahatchie,2015-01-01,Mississippi,South,Far from Metropolitan,Yes,7,41,32,49.3,1363,60,20,33.5,21,
Tate,2015-01-01,Mississippi,South,In Metropolitan,No,28,35,20,52.1,642,45,24,53.2,19,85
Tippah,2015-01-01,Mississippi,South,Adjacent to Metropolitan,No,36,35,27,46.2,472,32,25,47.4,21,52
Tishomingo,2015-01-01,Mississippi,South,Adjacent to Metropolitan,No,36,35,20,49.7,306,31,20,44.7,22,66
Tunica,2015-01-01,Mississippi,South,In Metropolitan,Yes,10,41,31,54.8,1890,66,27,55.2,18,533
Union,2015-01-01,Mississippi,South,Adjacent to Metropolitan,No,55,34,23,62.4,471,31,30,47.7,23,35
Walthall,2015-01-01,Mississippi,South,Far from Metropolitan,Yes,46,39,21,43.8,431,32,20,50.9,23,71
Warren,2015-01-01,Mississippi,South,Adjacent to Metropolitan,No,69,37,19,59.7,778,52,26,57,18,390
Washington,2015-01-01,Mississippi,South,Far from Metropolitan,Yes,42,40,21,63.2,1363,68,24,50.6,21,295
Wayne,2015-01-01,Mississippi,South,Far from Metropolitan,Yes,34,38,28,41.9,668,37,18,44.8,20,
Webster,2015-01-01,Mississippi,South,Far from Metropolitan,No,60,36,25,53.6,349,40,23,56.3,21,
Wilkinson,2015-01-01,Mississippi,South,Adjacent to Metropolitan,Yes,32,40,29,55.1,551,58,23,38.7,20,
Winston,2015-01-01,Mississippi,South,Far from Metropolitan,Yes,32,35,25,65,667,53,20,55.5,20,109
Yalobusha,2015-01-01,Mississippi,South,Far from Metropolitan,Yes,24,35,26,51.6,702,43,22,52.3,20,
Yazoo,2015-01-01,Mississippi,South,In Metropolitan,Yes,14,42,25,45.8,1046,64,25,41.3,19,
Adair,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,125,30,18,61.7,274,28,26,60.1,18,398
Andrew,2015-01-01,Missouri,Midwest,In Metropolitan,No,11,28,11,64.5,276,23,22,60.1,13,60
Atchison,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,36,31,13,58.7,73,19,25,58.8,16,124
Audrain,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,70,31,22,65.6,511,33,29,48.7,18,181
Barry,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,51,32,18,64.8,152,28,31,41.6,22,269
Barton,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,41,32,17,57.1,195,21,,52,19,177
Bates,2015-01-01,Missouri,Midwest,In Metropolitan,No,24,34,16,47.3,174,26,26,44,20,303
Benton,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,42,35,17,57.6,142,27,21,41.7,20,305
Bollinger,2015-01-01,Missouri,Midwest,In Metropolitan,No,8,37,18,57.2,170,24,25,43.8,18,188
Boone,2015-01-01,Missouri,Midwest,In Metropolitan,No,101,24,11,71.4,659,30,18,78.6,15,408
Buchanan,2015-01-01,Missouri,Midwest,In Metropolitan,No,70,37,23,60.9,576,38,27,52.5,17,365
Butler,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,100,35,28,64.4,481,36,34,50.3,17,491
Caldwell,2015-01-01,Missouri,Midwest,In Metropolitan,No,11,37,11,48.4,273,30,20,47.7,17,326
Callaway,2015-01-01,Missouri,Midwest,In Metropolitan,No,38,34,17,61.4,262,29,30,54.6,15,266
Camden,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,84,29,17,67.4,219,37,31,56.8,20,191
Cape Girardeau,2015-01-01,Missouri,Midwest,In Metropolitan,No,92,29,15,68.1,212,33,20,63.7,15,421
Carroll,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,33,32,18,57.4,220,29,21,47.8,17,122
Carter,2015-01-01,Missouri,Midwest,Far from Metropolitan,Yes,32,34,,64.7,192,26,,53.2,21,122
Cass,2015-01-01,Missouri,Midwest,In Metropolitan,No,25,32,13,66.3,291,27,23,65.2,13,166
Cedar,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,29,34,,48.8,225,35,,53.7,20,307
Chariton,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,,30,21,55.6,196,28,12,48.8,17,313
Christian,2015-01-01,Missouri,Midwest,In Metropolitan,No,41,29,12,65.7,262,23,21,69.9,15,215
Clark,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,43,31,27,57.8,100,25,23,56.8,19,169
Clay,2015-01-01,Missouri,Midwest,In Metropolitan,No,63,28,14,64,369,29,21,73.1,13,
Clinton,2015-01-01,Missouri,Midwest,In Metropolitan,No,63,32,13,54.8,244,31,20,56,16,289
Cole,2015-01-01,Missouri,Midwest,In Metropolitan,No,84,29,14,68.8,490,36,18,64.9,13,387
Cooper,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,34,30,11,60.6,297,28,32,55.2,16,127
Crawford,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,12,33,19,61.3,193,37,40,44.3,19,215
Dade,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,53,36,,70.7,198,30,,47.8,20,152
Dallas,2015-01-01,Missouri,Midwest,In Metropolitan,No,18,33,16,55.3,107,19,27,37,20,204
Daviess,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,24,35,15,50,206,20,19,44.5,21,91
DeKalb,2015-01-01,Missouri,Midwest,In Metropolitan,No,23,35,12,54.5,101,19,21,34.9,16,89
Dent,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,32,35,39,50.7,185,35,35,43.6,20,198
Douglas,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,,30,21,53.8,103,28,26,44.2,21,220
Dunklin,2015-01-01,Missouri,Midwest,Far from Metropolitan,Yes,57,34,29,55.4,399,42,31,42.2,18,373
Franklin,2015-01-01,Missouri,Midwest,In Metropolitan,No,68,33,13,67.7,252,29,27,62.6,15,192
Gasconade,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,47,33,29,64.6,240,28,26,48.9,18,199
Gentry,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,44,32,21,66.3,295,28,19,55.7,20,10
Greene,2015-01-01,Missouri,Midwest,In Metropolitan,No,104,29,15,64,476,34,21,69.7,18,582
Grundy,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,19,32,15,48.1,348,32,24,49.9,18,159
Harrison,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,23,31,20,51.4,229,32,31,42.1,19,123
Henry,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,68,31,17,52.6,334,30,27,55.1,17,383
Hickory,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,11,33,51,61.8,85,27,30,45.7,24,24
Holt,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,43,31,10,53.2,172,18,,55.9,18,130
Howard,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,39,33,11,57.3,236,32,36,56.3,17,140
Howell,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,79,32,21,51.6,295,32,27,50.8,18,296
Iron,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,10,33,28,52.2,212,33,41,50.2,19,319
Jackson,2015-01-01,Missouri,Midwest,In Metropolitan,No,74,32,15,62.3,815,43,22,63.7,18,815
Jasper,2015-01-01,Missouri,Midwest,In Metropolitan,No,82,34,16,60.8,509,36,20,54.9,20,405
Jefferson,2015-01-01,Missouri,Midwest,In Metropolitan,No,21,32,16,63.2,200,27,28,64.5,14,237
Johnson,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,40,31,14,54.3,577,22,18,68.6,14,149
Knox,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,98,32,,56.6,,27,,46.6,25,97
Laclede,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,62,31,20,55.4,291,37,26,41.5,19,592
Lafayette,2015-01-01,Missouri,Midwest,In Metropolitan,No,33,30,9,52.6,230,29,23,56.6,15,117
Lawrence,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,55,29,18,56.7,281,25,27,49.3,20,417
Lewis,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,29,35,17,57.4,246,25,23,49.9,17,52
Lincoln,2015-01-01,Missouri,Midwest,In Metropolitan,No,11,35,18,59.5,221,26,34,52.7,16,219
Linn,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,56,33,19,48.4,224,30,26,50.3,17,199
Livingston,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,73,30,25,59,333,31,20,44.3,16,180
McDonald,2015-01-01,Missouri,Midwest,In Metropolitan,No,13,30,26,44.4,192,34,34,46.3,25,494
Macon,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,39,33,12,56.1,231,24,18,54.9,18,214
Madison,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,40,36,28,57.9,177,39,39,50.1,19,101
Maries,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,11,29,12,50.8,100,27,,47.1,19,309
Marion,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,87,32,15,62.6,484,40,24,53.8,16,240
Mercer,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,27,35,,44.7,188,33,28,50.6,20,184
Miller,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,20,36,22,59.6,214,38,28,48.9,19,265
Mississippi,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,Yes,21,33,35,52.2,412,44,24,30.5,18,531
Moniteau,2015-01-01,Missouri,Midwest,In Metropolitan,No,32,31,14,63.6,282,20,,50,18,117
Monroe,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,34,32,21,63,92,25,26,45,20,257
Montgomery,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,25,33,,53.1,242,35,28,49.8,18,136
Morgan,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,20,29,21,60.2,109,27,35,36.2,23,348
New Madrid,2015-01-01,Missouri,Midwest,Far from Metropolitan,Yes,11,33,24,59.5,400,48,27,39.2,17,237
Newton,2015-01-01,Missouri,Midwest,In Metropolitan,No,20,31,16,58,305,24,18,56.7,21,242
Nodaway,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,60,28,14,62.9,423,27,15,52.1,14,185
Oregon,2015-01-01,Missouri,Midwest,Far from Metropolitan,Yes,9,32,19,49.2,64,31,23,48,21,213
Osage,2015-01-01,Missouri,Midwest,In Metropolitan,No,7,32,15,70.9,108,21,12,53.4,15,173
Ozark,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,21,31,16,51.5,83,37,,40.1,24,220
Pemiscot,2015-01-01,Missouri,Midwest,Far from Metropolitan,Yes,28,34,32,46.2,420,57,33,39.4,15,769
Perry,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,37,31,18,61,158,27,16,49.2,16,168
Pettis,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,50,32,21,57,404,25,25,55.2,20,357
Phelps,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,104,32,22,64,242,28,27,62.8,18,316
Pike,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,27,34,19,58.2,307,35,27,36.3,19,179
Platte,2015-01-01,Missouri,Midwest,In Metropolitan,No,75,30,11,66.3,290,28,16,77.4,11,184
Polk,2015-01-01,Missouri,Midwest,In Metropolitan,No,61,31,19,65.3,261,24,17,53.8,18,401
Pulaski,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,26,34,22,48.7,599,26,23,66.4,16,319
Putnam,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,,31,17,52.1,142,31,19,49.1,21,0
Ralls,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,19,35,15,54.5,282,27,21,50.8,16,88
Randolph,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,59,32,21,55.6,399,40,27,48.9,17,151
Ray,2015-01-01,Missouri,Midwest,In Metropolitan,No,43,32,22,59.9,317,28,27,48.2,15,199
Reynolds,2015-01-01,Missouri,Midwest,Far from Metropolitan,Yes,30,33,28,50.7,135,37,23,42.6,20,340
Ripley,2015-01-01,Missouri,Midwest,Far from Metropolitan,Yes,14,34,21,56.4,171,35,47,43,21,231
St. Charles,2015-01-01,Missouri,Midwest,In Metropolitan,No,48,30,10,68.5,236,21,17,76.9,10,150
St. Clair,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,53,31,21,50,274,26,,45.5,20,188
Ste. Genevieve,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,39,28,16,68.4,209,23,27,57.2,14,297
St. Francois,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,83,33,26,61.2,288,31,29,47.3,17,261
St. Louis,2015-01-01,Missouri,Midwest,In Metropolitan,No,120,28,12,67.5,538,35,17,76.3,12,312
Saline,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,60,39,16,74.2,287,39,29,52.2,18,211
Schuyler,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,46,32,13,53.7,298,21,,53.8,24,53
Scotland,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,103,34,25,34,82,24,14,49.6,22,55
Scott,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,56,38,23,59.5,332,41,24,46.7,16,901
Shannon,2015-01-01,Missouri,Midwest,Far from Metropolitan,Yes,,34,25,52.1,108,26,32,41.1,22,256
Shelby,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,,33,16,62.9,160,26,11,52.8,18,105
Stoddard,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,54,32,18,61.1,289,30,29,48.1,17,195
Stone,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,32,33,18,66,101,32,25,43,21,325
Sullivan,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,31,32,20,48.7,183,46,44,41.3,21,204
Taney,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,No,89,30,20,60.2,264,38,31,52.2,22,521
Texas,2015-01-01,Missouri,Midwest,Far from Metropolitan,Yes,50,32,30,52.2,233,32,31,41.5,21,81
Vernon,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,39,28,19,57,313,41,23,45.4,20,431
Warren,2015-01-01,Missouri,Midwest,In Metropolitan,No,12,31,18,63.7,217,30,25,57.7,16,277
Washington,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,Yes,28,34,26,57.1,247,32,34,38.8,18,179
Wayne,2015-01-01,Missouri,Midwest,Far from Metropolitan,Yes,45,33,27,55.3,82,36,37,35.4,20,103
Webster,2015-01-01,Missouri,Midwest,In Metropolitan,No,17,33,21,55.6,195,24,17,46.7,20,126
Worth,2015-01-01,Missouri,Midwest,Far from Metropolitan,No,48,29,,51.5,241,17,,57,20,185
Wright,2015-01-01,Missouri,Midwest,Adjacent to Metropolitan,Yes,32,36,20,49.7,204,27,24,43.6,21,223
St. Louis City,2015-01-01,Missouri,Midwest,In Metropolitan,Yes,80,33,18,57,1283,62,27,68.2,19,1885
Beaverhead,2015-01-01,Montana,West,Far from Metropolitan,No,128,25,11,68.5,482,23,11,70.3,25,158
Big Horn,2015-01-01,Montana,West,Adjacent to Metropolitan,Yes,84,37,22,47.8,1164,45,27,52.8,31,200
Blaine,2015-01-01,Montana,West,Far from Metropolitan,Yes,60,33,19,48.3,763,45,30,56.8,33,237
Broadwater,2015-01-01,Montana,West,Far from Metropolitan,No,35,30,12,57.7,104,20,11,54.3,22,275
Carbon,2015-01-01,Montana,West,In Metropolitan,No,79,25,11,66.4,198,28,16,63.4,21,250
Carter,2015-01-01,Montana,West,Far from Metropolitan,No,0,26,13,,,11,,62.4,27,29
Cascade,2015-01-01,Montana,West,In Metropolitan,No,75,29,14,72.2,510,32,18,67.6,20,231
Chouteau,2015-01-01,Montana,West,Adjacent to Metropolitan,No,17,28,11,72,,35,15,64,31,126
Custer,2015-01-01,Montana,West,Far from Metropolitan,No,84,27,19,48.2,261,19,15,66.8,19,190
Daniels,2015-01-01,Montana,West,Far from Metropolitan,No,112,26,,,,18,14,82.4,18,170
Dawson,2015-01-01,Montana,West,Far from Metropolitan,No,65,27,14,63.3,281,36,15,60.7,17,203
Deer Lodge,2015-01-01,Montana,West,Far from Metropolitan,No,98,28,20,66.1,249,35,29,62.4,21,339
Fallon,2015-01-01,Montana,West,Far from Metropolitan,No,66,26,8,50,430,21,15,58.9,18,91
Fergus,2015-01-01,Montana,West,Far from Metropolitan,No,105,25,10,70.9,131,21,16,64.3,24,249
Flathead,2015-01-01,Montana,West,Far from Metropolitan,No,74,21,14,63.9,263,29,17,66.3,24,298
Gallatin,2015-01-01,Montana,West,Far from Metropolitan,No,84,17,8,64.9,350,21,13,81.1,18,193
Garfield,2015-01-01,Montana,West,Far from Metropolitan,No,0,25,,,,15,20,57.4,33,0
Glacier,2015-01-01,Montana,West,Far from Metropolitan,Yes,95,32,20,36,1123,46,35,53.7,30,273
Golden Valley,2015-01-01,Montana,West,In Metropolitan,Yes,119,27,,,,44,,46.3,31,230
Granite,2015-01-01,Montana,West,Adjacent to Metropolitan,No,32,23,8,51.3,,38,21,53.3,25,54
Hill,2015-01-01,Montana,West,Far from Metropolitan,No,73,33,17,63.7,1601,31,30,67.4,24,481
Jefferson,2015-01-01,Montana,West,Far from Metropolitan,No,105,21,11,66.2,140,19,17,74.8,17,145
Judith Basin,2015-01-01,Montana,West,Adjacent to Metropolitan,No,,26,10,76.2,,8,9,71.3,28,49
Lake,2015-01-01,Montana,West,Adjacent to Metropolitan,No,59,27,15,66.9,549,41,23,58.9,30,392
Lewis and Clark,2015-01-01,Montana,West,Far from Metropolitan,No,88,23,13,69,262,27,17,76,16,311
Liberty,2015-01-01,Montana,West,Far from Metropolitan,No,42,27,,66.7,334,11,,67,24,
Lincoln,2015-01-01,Montana,West,Far from Metropolitan,No,62,30,18,58.7,262,18,21,53.2,24,224
McCone,2015-01-01,Montana,West,Far from Metropolitan,No,0,28,7,72.7,235,8,,50.6,27,96
Madison,2015-01-01,Montana,West,Far from Metropolitan,No,78,21,11,61.3,78,12,13,66,25,73
Meagher,2015-01-01,Montana,West,Far from Metropolitan,No,104,25,,51.9,,46,18,42.7,27,175
Mineral,2015-01-01,Montana,West,Adjacent to Metropolitan,No,24,29,23,56.8,336,48,20,47.9,24,24
Missoula,2015-01-01,Montana,West,In Metropolitan,No,92,21,11,72.3,396,29,17,77.2,22,281
Musselshell,2015-01-01,Montana,West,Adjacent to Metropolitan,No,,23,15,61.2,107,12,20,42.5,25,310
Park,2015-01-01,Montana,West,Far from Metropolitan,No,109,23,19,58,103,26,14,62,24,245
Petroleum,2015-01-01,Montana,West,Far from Metropolitan,No,0,24,,,,17,,73.7,28,
Phillips,2015-01-01,Montana,West,Far from Metropolitan,No,24,27,13,56.9,121,12,16,49.9,29,203
Pondera,2015-01-01,Montana,West,Far from Metropolitan,No,49,29,15,59.7,,24,19,64.2,26,150
Powder River,2015-01-01,Montana,West,Far from Metropolitan,No,0,25,10,46.7,,34,16,78.5,25,
Powell,2015-01-01,Montana,West,Adjacent to Metropolitan,No,113,24,19,59.2,240,40,23,52.2,22,197
Prairie,2015-01-01,Montana,West,Far from Metropolitan,No,86,27,,,,19,,48.6,23,113
Ravalli,2015-01-01,Montana,West,Adjacent to Metropolitan,No,64,21,14,63.3,175,27,19,57.2,24,248
Richland,2015-01-01,Montana,West,Far from Metropolitan,No,56,30,12,67.2,453,21,19,58.1,19,188
Roosevelt,2015-01-01,Montana,West,Far from Metropolitan,No,27,37,18,43.9,1483,45,27,42,29,354
Rosebud,2015-01-01,Montana,West,Far from Metropolitan,No,53,32,16,50,724,35,21,60.4,24,179
Sanders,2015-01-01,Montana,West,Adjacent to Metropolitan,No,79,28,16,54.5,140,27,22,49.6,30,195
Sheridan,2015-01-01,Montana,West,Far from Metropolitan,No,56,30,16,61.1,168,26,13,70.7,18,311
Silver Bow,2015-01-01,Montana,West,Far from Metropolitan,No,73,27,16,59.9,291,36,23,59.9,20,275
Stillwater,2015-01-01,Montana,West,Adjacent to Metropolitan,No,11,24,9,60.2,185,18,14,58.4,16,211
Sweet Grass,2015-01-01,Montana,West,Far from Metropolitan,No,28,22,7,59.4,111,12,15,48.8,22,182
Teton,2015-01-01,Montana,West,Adjacent to Metropolitan,No,17,26,13,66,99,20,18,58.3,25,93
Toole,2015-01-01,Montana,West,Far from Metropolitan,No,96,29,15,61,153,27,16,46.9,21,332
Treasure,2015-01-01,Montana,West,Adjacent to Metropolitan,No,136,26,,,,24,,58.9,25,
Valley,2015-01-01,Montana,West,Far from Metropolitan,No,80,29,17,51.3,293,37,18,67,24,148
Wheatland,2015-01-01,Montana,West,Far from Metropolitan,No,,25,16,67.6,190,2,26,60.9,27,161
Wibaux,2015-01-01,Montana,West,Far from Metropolitan,No,0,28,,,,19,,76.3,21,0
Yellowstone,2015-01-01,Montana,West,In Metropolitan,No,83,26,13,66.4,386,31,17,66,19,260
Adams,2015-01-01,Nebraska,Midwest,Adjacent to Metropolitan,No,79,29,13,63.3,245,23,15,67.6,14,155
Antelope,2015-01-01,Nebraska,Midwest,Far from Metropolitan,No,61,27,12,62.8,153,24,13,68,13,46
Arthur,2015-01-01,Nebraska,Midwest,Far from Metropolitan,No,0,29,9,,,13,,84.3,19,0
Banner,2015-01-01,Nebraska,Midwest,Far from Metropolitan,No,0,34,14,,,5,23,80.2,20,
Blaine,2015-01-01,Nebraska,Midwest,Far from Metropolitan,No,0,27,4,,,31,,82.2,21,
Boone,2015-01-01,Nebraska,Midwest,Far from Metropolitan,No,148,28,10,77.5,111,16,13,62,12,
Box Butte,2015-01-01,Nebraska,Midwest,Far from Metropolitan,No,35,32,13,50.4,256,41,21,57.4,12,185
