filename, fullpath, group, FirstPer , SelfDisclosure , SelfReluctance , Autobio , PrivateThinking , Disclosure , Intensity , Immediacy , SubjectiveTime , SubjectivePercept , Confidence , Uncertainty , Positivity , Negativity , Anger , Fear , Sad , Reluctance , Apology , SenseProperty , SenseObject , SpaceRelation , SceneShift , Motions , DialogCues , OralCues , In_Media , CommonAuthorities , Responsibility , StandardsPos , Innovations , StandardsNeg , AbstractConcepts , CommunicatorRole , LangRef , Precedent_Defending , ReceivedPOV , ConfirmedThght , Citations , Neg_Citation , Repair_Citation , Speculative_Citation , Authoritative_Citation , Contested_Citation , Attack_Citation , Quotation , Metadiscourse , ProjectAhead , PredictedFuture , ProjectBack , Future_in_Past , Promise , Self_Promise , Reassure , Reinforce , Acknowledge , Inclusive , Negative_Relation , Confront , ReasonForward , ReasonBackward , DirectReasoning , Support , Contingency , DenyDisclaim , Concessive , Resistance , Curiosity , Question , Future_Question , OpenQuery , DirectAddress , Request , FollowUp , Feedback , PosFeedback , NegFeedback , PriorKnowledge , Generalization , Example , Exceptions , Comparison , Resemblances , Specifiers , Definition , Numbers , ReportingStates , ReportingEvents , RecurringEvents , GenericEvents , Sequence , MatureProcess , Cause , Consequence , Transformation , Substitution , Updates , Precedent_Setting , Imperative , Procedures , MoveBody , ConfirmExperience , ErrorRecovery , Insist , Narrative_Verbs , TimeShift , TimeDuration , Biographical_Time , TimeDate , Aside , PersonPronoun , Positive_Attribution , Negative_Attribution , Neutral_Attribution , PersonProperty , <untagged>, <not-word>, <words>, <tokens>
LeFanuUncleSilas1864 , C:\Users\gleicher\DigHum\Novels\1860-1879\LeFanuUncleSilas1864.txt , 1860-1879 , 2.656, 0.847, 0.009, 0.580, 0.522, 0.081, 1.352, 0.411, 0.301, 1.296, 0.449, 0.677, 1.355, 1.599, 0.172, 0.320, 0.156, 0.025, 0.002, 1.813, 3.185, 1.724, 0.378, 0.843, 0.138, 0.304, 0.006, 0.337, 0.033, 0.974, 0.011, 0.431, 1.679, 0.009, 0.321, 0.003, 0.031, 0.003, 0.582, 0.007, 0.043, 0.000, 0.008, 0.002, 0.000, 0.018, 0.122, 0.589, 0.218, 1.814, 0.007, 0.008, 0.004, 0.054, 0.002, 0.039, 0.276, 0.268, 0.043, 0.330, 0.026, 0.007, 0.017, 0.874, 1.053, 0.087, 0.978, 0.256, 0.860, 0.032, 0.025, 1.355, 0.062, 0.007, 0.000, 0.014, 0.005, 0.054, 0.200, 0.010, 0.117, 0.517, 0.165, 1.107, 0.002, 0.243, 0.626, 2.825, 0.274, 0.200, 0.524, 0.004, 0.045, 0.024, 0.217, 0.017, 0.380, 0.006, 0.050, 0.002, 0.003, 0.018, 0.000, 0.332, 0.317, 0.201, 0.593, 0.144, 0.024, 0.113, 1.928, 0.005, 0.006, 0.238, 2.021, 27.608, 3.465, 158105, 198543
LintonTheTrueHistoryOfJoshuaDavidson1872 , C:\Users\gleicher\DigHum\Novels\1860-1879\LintonTheTrueHistoryOfJoshuaDavidson1872.txt , 1860-1879 , 0.716, 0.422, 0.011, 0.133, 0.492, 0.115, 1.314, 0.296, 0.236, 1.489, 0.463, 0.600, 1.255, 1.830, 0.204, 0.099, 0.153, 0.020, 0.009, 0.970, 1.707, 1.116, 0.287, 0.402, 0.092, 0.063, 0.002, 1.271, 0.049, 2.333, 0.004, 0.898, 2.803, 0.004, 0.375, 0.002, 0.061, 0.013, 0.755, 0.000, 0.011, 0.000, 0.004, 0.011, 0.000, 0.013, 0.195, 0.494, 0.162, 2.405, 0.011, 0.007, 0.000, 0.038, 0.000, 0.016, 0.658, 0.330, 0.013, 0.209, 0.110, 0.002, 0.007, 1.049, 1.332, 0.063, 1.154, 0.193, 0.454, 0.045, 0.016, 0.952, 0.031, 0.002, 0.002, 0.011, 0.000, 0.036, 0.308, 0.022, 0.141, 0.862, 0.249, 1.188, 0.000, 0.281, 0.734, 2.475, 0.218, 0.375, 0.483, 0.000, 0.106, 0.018, 0.265, 0.029, 0.222, 0.002, 0.040, 0.000, 0.000, 0.007, 0.000, 0.312, 0.348, 0.216, 0.654, 0.355, 0.016, 0.045, 2.149, 0.018, 0.009, 0.204, 2.949, 26.682, 1.574, 37643, 44528
LyttonTheComingRace1871 , C:\Users\gleicher\DigHum\Novels\1860-1879\LyttonTheComingRace1871.txt , 1860-1879 , 1.515, 0.476, 0.007, 0.330, 0.558, 0.099, 1.526, 0.345, 0.254, 1.327, 0.406, 0.621, 1.543, 1.129, 0.114, 0.176, 0.076, 0.013, 0.000, 1.468, 2.933, 1.859, 0.295, 0.698, 0.055, 0.046, 0.000, 1.284, 0.043, 1.931, 0.051, 0.527, 3.975, 0.022, 0.656, 0.003, 0.027, 0.003, 0.452, 0.000, 0.027, 0.002, 0.005, 0.023, 0.000, 0.015, 0.219, 0.524, 0.101, 1.496, 0.003, 0.007, 0.005, 0.013, 0.000, 0.018, 0.678, 0.217, 0.008, 0.394, 0.078, 0.008, 0.020, 1.117, 0.887, 0.129, 1.032, 0.282, 0.338, 0.017, 0.008, 0.706, 0.043, 0.002, 0.000, 0.007, 0.000, 0.078, 0.290, 0.035, 0.212, 1.170, 0.214, 1.788, 0.025, 0.340, 1.037, 3.011, 0.239, 0.285, 0.550, 0.003, 0.099, 0.048, 0.467, 0.030, 0.302, 0.005, 0.025, 0.000, 0.000, 0.000, 0.000, 0.224, 0.229, 0.222, 0.560, 0.161, 0.003, 0.143, 1.196, 0.015, 0.007, 0.111, 1.553, 27.797, 1.632, 52092, 60345
MacDonaldAtTheBackOfTheNorthWind1871 , C:\Users\gleicher\DigHum\Novels\1860-1879\MacDonaldAtTheBackOfTheNorthWind1871.txt , 1860-1879 , 1.326, 0.411, 0.017, 0.208, 0.568, 0.041, 1.238, 0.383, 0.288, 1.285, 0.386, 0.598, 1.069, 0.901, 0.081, 0.158, 0.093, 0.011, 0.005, 2.256, 4.807, 2.082, 0.428, 1.128, 0.180, 0.193, 0.000, 0.160, 0.056, 0.665, 0.007, 0.195, 0.961, 0.010, 0.180, 0.001, 0.036, 0.003, 0.817, 0.000, 0.014, 0.000, 0.001, 0.000, 0.000, 0.002, 0.159, 0.541, 0.180, 2.336, 0.007, 0.006, 0.001, 0.036, 0.001, 0.036, 0.114, 0.064, 0.065, 0.427, 0.088, 0.002, 0.007, 1.001, 1.378, 0.089, 1.157, 0.228, 0.885, 0.036, 0.018, 1.467, 0.051, 0.004, 0.001, 0.011, 0.006, 0.054, 0.252, 0.003, 0.096, 0.621, 0.265, 0.897, 0.000, 0.276, 0.647, 2.695, 0.288, 0.195, 0.739, 0.004, 0.048, 0.006, 0.275, 0.031, 0.328, 0.002, 0.028, 0.006, 0.005, 0.018, 0.000, 0.347, 0.529, 0.302, 0.631, 0.244, 0.004, 0.093, 2.657, 0.005, 0.021, 0.320, 1.754, 25.814, 1.148, 85881, 106919
MacDonaldThePrincessAndTheGoblin1872 , C:\Users\gleicher\DigHum\Novels\1860-1879\MacDonaldThePrincessAndTheGoblin1872.txt , 1860-1879 , 1.055, 0.363, 0.007, 0.226, 0.592, 0.053, 1.195, 0.511, 0.316, 1.154, 0.420, 0.522, 0.816, 1.037, 0.097, 0.246, 0.087, 0.003, 0.002, 1.767, 4.519, 1.956, 0.457, 0.982, 0.246, 0.153, 0.002, 0.247, 0.044, 0.664, 0.016, 0.204, 0.921, 0.005, 0.125, 0.000, 0.033, 0.005, 0.692, 0.002, 0.013, 0.000, 0.007, 0.000, 0.000, 0.003, 0.150, 0.598, 0.249, 2.457, 0.002, 0.015, 0.007, 0.028, 0.002, 0.025, 0.152, 0.115, 0.049, 0.326, 0.064, 0.005, 0.008, 1.002, 1.187, 0.104, 1.131, 0.188, 0.699, 0.035, 0.025, 1.378, 0.064, 0.000, 0.002, 0.020, 0.003, 0.048, 0.251, 0.007, 0.132, 0.692, 0.180, 1.055, 0.002, 0.389, 0.491, 2.640, 0.349, 0.185, 0.844, 0.003, 0.044, 0.020, 0.290, 0.040, 0.363, 0.000, 0.033, 0.002, 0.003, 0.016, 0.000, 0.397, 0.664, 0.298, 0.773, 0.211, 0.003, 0.122, 2.639, 0.000, 0.003, 0.339, 2.017, 25.878, 2.027, 49498, 60678
MeredithBeauchampsCareer1876 , C:\Users\gleicher\DigHum\Novels\1860-1879\MeredithBeauchampsCareer1876.txt , 1860-1879 , 0.867, 0.400, 0.012, 0.104, 0.623, 0.141, 0.909, 0.289, 0.189, 1.276, 0.451, 0.413, 1.453, 1.527, 0.185, 0.140, 0.112, 0.036, 0.020, 1.288, 2.656, 1.487, 0.347, 0.866, 0.121, 0.109, 0.005, 0.780, 0.047, 1.709, 0.010, 0.523, 2.663, 0.012, 0.422, 0.001, 0.031, 0.013, 0.754, 0.004, 0.055, 0.000, 0.007, 0.010, 0.000, 0.005, 0.143, 0.690, 0.186, 1.984, 0.010, 0.014, 0.006, 0.040, 0.001, 0.035, 0.340, 0.302, 0.021, 0.211, 0.056, 0.007, 0.015, 0.990, 1.026, 0.071, 0.957, 0.178, 0.746, 0.033, 0.012, 1.178, 0.065, 0.004, 0.000, 0.015, 0.003, 0.035, 0.117, 0.027, 0.105, 0.465, 0.178, 0.938, 0.001, 0.323, 0.839, 2.588, 0.210, 0.389, 0.472, 0.005, 0.091, 0.030, 0.269, 0.029, 0.337, 0.002, 0.072, 0.004, 0.006, 0.011, 0.000, 0.358, 0.430, 0.182, 0.502, 0.237, 0.024, 0.073, 3.254, 0.011, 0.009, 0.347, 2.397, 28.231, 3.697, 187484, 228575
MeredithEvanHarrington1861 , C:\Users\gleicher\DigHum\Novels\1860-1879\MeredithEvanHarrington1861.txt , 1860-1879 , 1.118, 0.364, 0.013, 0.140, 0.575, 0.149, 1.022, 0.387, 0.169, 1.259, 0.458, 0.442, 1.591, 1.394, 0.182, 0.115, 0.150, 0.033, 0.005, 1.350, 2.571, 1.339, 0.316, 0.909, 0.224, 0.263, 0.007, 0.547, 0.049, 1.442, 0.013, 0.436, 2.448, 0.008, 0.318, 0.000, 0.025, 0.006, 0.739, 0.002, 0.060, 0.000, 0.007, 0.004, 0.001, 0.013, 0.138, 0.625, 0.216, 1.990, 0.008, 0.009, 0.005, 0.063, 0.002, 0.049, 0.229, 0.286, 0.038, 0.222, 0.054, 0.008, 0.013, 0.940, 0.998, 0.055, 0.933, 0.220, 1.032, 0.036, 0.021, 1.419, 0.076, 0.004, 0.000, 0.013, 0.001, 0.051, 0.127, 0.015, 0.089, 0.443, 0.140, 0.922, 0.001, 0.317, 0.742, 3.065, 0.206, 0.270, 0.531, 0.007, 0.075, 0.027, 0.250, 0.025, 0.353, 0.003, 0.096, 0.003, 0.002, 0.013, 0.000, 0.374, 0.506, 0.215, 0.508, 0.234, 0.008, 0.064, 2.927, 0.008, 0.008, 0.306, 2.962, 28.628, 3.162, 176799, 223687
MeredithTheEgoist1879 , C:\Users\gleicher\DigHum\Novels\1860-1879\MeredithTheEgoist1879.txt , 1860-1879 , 1.185, 0.577, 0.015, 0.159, 0.638, 0.141, 0.915, 0.302, 0.180, 1.299, 0.443, 0.444, 1.672, 1.500, 0.183, 0.143, 0.106, 0.041, 0.009, 1.222, 2.423, 1.322, 0.321, 0.843, 0.133, 0.129, 0.003, 0.579, 0.046, 1.827, 0.019, 0.500, 2.579, 0.008, 0.351, 0.003, 0.034, 0.012, 0.674, 0.001, 0.046, 0.000, 0.004, 0.004, 0.000, 0.002, 0.156, 0.678, 0.258, 1.843, 0.013, 0.015, 0.004, 0.059, 0.000, 0.036, 0.336, 0.305, 0.025, 0.212, 0.063, 0.017, 0.018, 1.181, 1.167, 0.069, 0.910, 0.192, 0.961, 0.036, 0.013, 1.515, 0.061, 0.005, 0.000, 0.018, 0.001, 0.038, 0.122, 0.031, 0.097, 0.515, 0.133, 0.914, 0.002, 0.297, 0.966, 2.432, 0.187, 0.339, 0.440, 0.004, 0.085, 0.027, 0.242, 0.029, 0.304, 0.003, 0.079, 0.003, 0.005, 0.014, 0.000, 0.431, 0.379, 0.159, 0.472, 0.203, 0.010, 0.047, 3.225, 0.014, 0.011, 0.366, 2.119, 28.169, 3.265, 184079, 227756
OliphantSalemChapel1863 , C:\Users\gleicher\DigHum\Novels\1860-1879\OliphantSalemChapel1863.txt , 1860-1879 , 0.798, 0.403, 0.006, 0.135, 0.697, 0.199, 1.214, 0.461, 0.361, 1.527, 0.468, 0.662, 1.431, 1.653, 0.146, 0.337, 0.180, 0.023, 0.013, 1.766, 2.777, 1.770, 0.461, 0.844, 0.173, 0.177, 0.007, 0.555, 0.062, 1.193, 0.014, 0.506, 2.235, 0.017, 0.247, 0.001, 0.038, 0.007, 0.717, 0.000, 0.017, 0.000, 0.012, 0.004, 0.000, 0.011, 0.107, 0.601, 0.206, 2.346, 0.018, 0.003, 0.006, 0.071, 0.000, 0.051, 0.173, 0.238, 0.035, 0.181, 0.032, 0.005, 0.009, 1.134, 1.312, 0.070, 0.978, 0.273, 0.635, 0.015, 0.017, 1.049, 0.059, 0.001, 0.000, 0.013, 0.000, 0.040, 0.344, 0.003, 0.115, 0.620, 0.121, 1.455, 0.000, 0.228, 0.579, 2.675, 0.273, 0.336, 0.568, 0.010, 0.043, 0.021, 0.328, 0.020, 0.393, 0.007, 0.063, 0.003, 0.003, 0.011, 0.000, 0.292, 0.422, 0.224, 0.732, 0.156, 0.020, 0.151, 2.764, 0.005, 0.005, 0.247, 2.242, 24.947, 3.185, 158864, 191382
OuidaUnderTwoFlags1867 , C:\Users\gleicher\DigHum\Novels\1860-1879\OuidaUnderTwoFlags1867.txt , 1860-1879 , 0.597, 0.228, 0.003, 0.097, 0.484, 0.099, 1.169, 0.348, 0.299, 1.494, 0.351, 0.448, 1.400, 2.029, 0.262, 0.134, 0.144, 0.031, 0.008, 2.492, 4.132, 1.981, 0.269, 1.138, 0.094, 0.083, 0.002, 0.610, 0.028, 1.541, 0.011, 0.613, 1.993, 0.005, 0.342, 0.001, 0.037, 0.006, 0.284, 0.003, 0.024, 0.000, 0.001, 0.005, 0.001, 0.030, 0.085, 0.422, 0.146, 2.553, 0.005, 0.005, 0.008, 0.023, 0.000, 0.030, 0.104, 0.305, 0.015, 0.219, 0.057, 0.001, 0.010, 0.879, 0.868, 0.093, 0.915, 0.142, 0.526, 0.027, 0.006, 0.992, 0.040, 0.004, 0.000, 0.010, 0.000, 0.033, 0.307, 0.004, 0.160, 0.603, 0.233, 1.248, 0.000, 0.441, 0.484, 2.758, 0.211, 0.212, 0.476, 0.003, 0.058, 0.008, 0.264, 0.035, 0.293, 0.011, 0.045, 0.004, 0.005, 0.007, 0.000, 0.210, 0.555, 0.213, 0.731, 0.354, 0.010, 0.047, 3.243, 0.016, 0.004, 0.323, 1.813, 28.375, 2.695, 240156, 288214
PaynByProxy1878 , C:\Users\gleicher\DigHum\Novels\1860-1879\PaynByProxy1878.txt , 1860-1879 , 0.840, 0.515, 0.010, 0.156, 0.628, 0.134, 1.367, 0.419, 0.236, 1.576, 0.569, 0.618, 1.389, 1.667, 0.182, 0.153, 0.165, 0.029, 0.011, 1.047, 2.093, 1.199, 0.322, 0.456, 0.019, 0.105, 0.003, 0.569, 0.069, 1.448, 0.013, 0.530, 2.363, 0.014, 0.310, 0.005, 0.037, 0.021, 0.571, 0.002, 0.045, 0.000, 0.003, 0.002, 0.000, 0.011, 0.221, 0.577, 0.269, 2.948, 0.016, 0.008, 0.007, 0.037, 0.000, 0.041, 0.215, 0.231, 0.023, 0.324, 0.091, 0.010, 0.020, 1.237, 1.173, 0.179, 1.221, 0.253, 0.587, 0.047, 0.024, 1.256, 0.050, 0.006, 0.000, 0.009, 0.001, 0.119, 0.207, 0.035, 0.156, 0.633, 0.121, 1.303, 0.005, 0.398, 0.853, 2.320, 0.196, 0.293, 0.475, 0.001, 0.076, 0.044, 0.211, 0.053, 0.357, 0.004, 0.033, 0.005, 0.005, 0.006, 0.000, 0.411, 0.380, 0.223, 0.545, 0.299, 0.013, 0.125, 2.724, 0.006, 0.010, 0.232, 2.031, 25.822, 2.698, 165192, 201171
ReadeHardCash1863 , C:\Users\gleicher\DigHum\Novels\1860-1879\ReadeHardCash1863.txt , 1860-1879 , 0.989, 0.352, 0.005, 0.117, 0.415, 0.120, 1.002, 0.549, 0.247, 1.195, 0.302, 0.425, 1.295, 1.827, 0.190, 0.173, 0.199, 0.024, 0.007, 1.624, 3.480, 1.526, 0.412, 1.091, 0.159, 0.308, 0.003, 0.497, 0.049, 1.311, 0.017, 0.583, 2.248, 0.018, 0.346, 0.002, 0.021, 0.003, 0.705, 0.002, 0.056, 0.000, 0.006, 0.002, 0.000, 0.022, 0.138, 0.562, 0.163, 1.840, 0.007, 0.010, 0.004, 0.050, 0.000, 0.038, 0.196, 0.273, 0.031, 0.243, 0.035, 0.007, 0.020, 0.710, 0.985, 0.046, 1.091, 0.210, 0.681, 0.031, 0.012, 1.073, 0.057, 0.005, 0.001, 0.006, 0.001, 0.036, 0.235, 0.006, 0.110, 0.423, 0.179, 0.954, 0.000, 0.627, 0.647, 2.918, 0.225, 0.257, 0.731, 0.003, 0.058, 0.021, 0.293, 0.038, 0.295, 0.004, 0.066, 0.005, 0.004, 0.006, 0.000, 0.243, 0.675, 0.262, 0.483, 0.199, 0.029, 0.050, 2.718, 0.007, 0.008, 0.363, 2.205, 29.273, 2.991, 258599, 322316
ReadeTheCloisterAndTheHearth1861 , C:\Users\gleicher\DigHum\Novels\1860-1879\ReadeTheCloisterAndTheHearth1861.txt , 1860-1879 , 1.302, 0.414, 0.003, 0.123, 0.342, 0.136, 0.910, 0.550, 0.250, 1.122, 0.254, 0.387, 1.381, 1.923, 0.155, 0.139, 0.194, 0.019, 0.013, 1.743, 4.128, 1.741, 0.372, 1.056, 0.031, 0.520, 0.006, 0.554, 0.039, 1.283, 0.012, 0.454, 1.591, 0.016, 0.280, 0.001, 0.023, 0.002, 0.644, 0.002, 0.036, 0.000, 0.005, 0.003, 0.000, 0.012, 0.143, 0.435, 0.184, 1.746, 0.005, 0.005, 0.005, 0.041, 0.000, 0.034, 0.255, 0.292, 0.014, 0.273, 0.030, 0.002, 0.007, 0.607, 1.026, 0.045, 1.196, 0.179, 0.934, 0.045, 0.013, 1.361, 0.044, 0.002, 0.001, 0.003, 0.000, 0.015, 0.215, 0.007, 0.103, 0.520, 0.166, 0.921, 0.000, 0.498, 0.774, 3.023, 0.200, 0.202, 0.636, 0.003, 0.053, 0.009, 0.248, 0.031, 0.270, 0.005, 0.092, 0.004, 0.003, 0.003, 0.000, 0.223, 0.656, 0.257, 0.541, 0.209, 0.016, 0.063, 2.575, 0.007, 0.008, 0.341, 2.575, 30.348, 2.273, 278125, 347025
RussellTheWreckOfTheGrosvenor1878 , C:\Users\gleicher\DigHum\Novels\1860-1879\RussellTheWreckOfTheGrosvenor1878.txt , 1860-1879 , 2.245, 0.651, 0.009, 0.386, 0.427, 0.054, 1.040, 0.455, 0.213, 1.006, 0.400, 0.450, 0.820, 1.408, 0.130, 0.193, 0.116, 0.010, 0.000, 1.733, 5.128, 2.461, 0.347, 1.463, 0.144, 0.100, 0.002, 0.338, 0.051, 1.007, 0.009, 0.292, 1.676, 0.001, 0.226, 0.000, 0.017, 0.005, 0.478, 0.000, 0.070, 0.000, 0.006, 0.004, 0.000, 0.009, 0.148, 0.752, 0.196, 2.003, 0.007, 0.011, 0.003, 0.046, 0.003, 0.027, 0.520, 0.169, 0.025, 0.303, 0.051, 0.005, 0.011, 1.067, 0.813, 0.114, 0.902, 0.192, 0.594, 0.043, 0.013, 0.970, 0.047, 0.003, 0.002, 0.017, 0.001, 0.024, 0.212, 0.012, 0.083, 0.494, 0.139, 0.994, 0.001, 0.457, 0.617, 3.293, 0.181, 0.249, 0.591, 0.009, 0.046, 0.027, 0.338, 0.021, 0.303, 0.003, 0.062, 0.005, 0.006, 0.017, 0.000, 0.356, 0.534, 0.210, 0.724, 0.156, 0.027, 0.122, 1.722, 0.011, 0.005, 0.189, 1.729, 27.115, 1.727, 123891, 149548
SalaTheSevenSonsOfMammon1862 , C:\Users\gleicher\DigHum\Novels\1860-1879\SalaTheSevenSonsOfMammon1862.txt , 1860-1879 , 0.478, 0.214, 0.003, 0.070, 0.304, 0.094, 1.129, 0.270, 0.269, 1.309, 0.334, 0.505, 1.291, 1.659, 0.120, 0.124, 0.128, 0.015, 0.003, 1.974, 4.471, 1.671, 0.328, 0.927, 0.109, 0.126, 0.006, 0.819, 0.039, 1.361, 0.014, 0.484, 2.745, 0.016, 0.344, 0.001, 0.035, 0.008, 0.328, 0.004, 0.030, 0.000, 0.003, 0.004, 0.000, 0.057, 0.122, 0.455, 0.138, 2.646, 0.017, 0.004, 0.001, 0.029, 0.000, 0.013, 0.176, 0.278, 0.020, 0.194, 0.042, 0.005, 0.004, 0.807, 0.837, 0.053, 0.883, 0.187, 0.618, 0.036, 0.027, 0.618, 0.041, 0.002, 0.000, 0.013, 0.000, 0.059, 0.236, 0.014, 0.115, 0.481, 0.102, 1.047, 0.001, 0.529, 0.634, 2.597, 0.299, 0.312, 0.547, 0.008, 0.053, 0.012, 0.275, 0.034, 0.292, 0.003, 0.057, 0.004, 0.003, 0.007, 0.000, 0.201, 0.457, 0.187, 0.613, 0.299, 0.026, 0.071, 2.392, 0.011, 0.007, 0.254, 2.700, 28.945, 4.014, 169206, 205857
SchreinerTheStoryOfAnAfricanFarm1863 , C:\Users\gleicher\DigHum\Novels\1860-1879\SchreinerTheStoryOfAnAfricanFarm1863.txt , 1860-1879 , 1.150, 0.446, 0.002, 0.215, 0.496, 0.089, 0.877, 0.391, 0.386, 1.133, 0.271, 0.500, 1.053, 1.110, 0.073, 0.078, 0.131, 0.008, 0.001, 2.553, 4.929, 2.575, 0.389, 1.368, 0.267, 0.211, 0.002, 0.367, 0.040, 0.802, 0.006, 0.204, 1.254, 0.003, 0.189, 0.002, 0.025, 0.002, 0.767, 0.001, 0.014, 0.000, 0.003, 0.001, 0.000, 0.031, 0.117, 0.538, 0.263, 1.719, 0.006, 0.003, 0.000, 0.030, 0.000, 0.022, 0.368, 0.094, 0.036, 0.185, 0.046, 0.003, 0.009, 0.789, 1.149, 0.041, 0.856, 0.199, 0.798, 0.038, 0.017, 1.223, 0.048, 0.002, 0.000, 0.012, 0.002, 0.026, 0.219, 0.002, 0.109, 0.397, 0.113, 0.827, 0.000, 0.439, 0.812, 3.171, 0.251, 0.257, 0.758, 0.002, 0.041, 0.008, 0.335, 0.012, 0.292, 0.006, 0.060, 0.001, 0.007, 0.013, 0.000, 0.292, 0.576, 0.336, 0.659, 0.266, 0.029, 0.040, 2.496, 0.007, 0.005, 0.403, 1.477, 27.141, 2.115, 98042, 120852
SewellBlackBeauty1877 , C:\Users\gleicher\DigHum\Novels\1860-1879\SewellBlackBeauty1877.txt , 1860-1879 , 1.955, 0.690, 0.024, 0.556, 0.351, 0.030, 1.220, 0.375, 0.385, 0.970, 0.386, 0.529, 1.293, 1.292, 0.131, 0.166, 0.089, 0.017, 0.000, 1.525, 4.363, 1.607, 0.460, 1.265, 0.121, 0.154, 0.004, 0.334, 0.069, 0.979, 0.006, 0.217, 1.162, 0.001, 0.162, 0.003, 0.023, 0.003, 0.822, 0.001, 0.011, 0.000, 0.000, 0.000, 0.000, 0.011, 0.140, 0.587, 0.209, 2.569, 0.010, 0.003, 0.001, 0.025, 0.000, 0.044, 0.480, 0.083, 0.042, 0.292, 0.051, 0.003, 0.007, 1.145, 1.068, 0.063, 1.018, 0.154, 0.420, 0.023, 0.016, 0.883, 0.027, 0.004, 0.000, 0.014, 0.001, 0.107, 0.216, 0.001, 0.087, 0.519, 0.175, 0.963, 0.000, 0.415, 0.631, 2.913, 0.322, 0.306, 0.781, 0.004, 0.056, 0.004, 0.344, 0.034, 0.340, 0.001, 0.017, 0.008, 0.006, 0.010, 0.000, 0.410, 0.313, 0.284, 0.753, 0.281, 0.045, 0.073, 1.650, 0.008, 0.006, 0.292, 2.619, 26.187, 0.800, 59031, 70894
ThackerayDenisDuval1864 , C:\Users\gleicher\DigHum\Novels\1860-1879\ThackerayDenisDuval1864.txt , 1860-1879 , 1.986, 0.675, 0.019, 0.646, 0.287, 0.088, 0.996, 0.397, 0.188, 0.981, 0.357, 0.366, 1.250, 1.587, 0.128, 0.179, 0.147, 0.016, 0.000, 1.220, 3.348, 1.862, 0.559, 0.831, 0.134, 0.162, 0.001, 0.618, 0.049, 1.058, 0.016, 0.450, 2.744, 0.015, 0.547, 0.003, 0.028, 0.003, 0.655, 0.013, 0.019, 0.000, 0.006, 0.003, 0.000, 0.029, 0.143, 0.447, 0.138, 2.433, 0.024, 0.004, 0.012, 0.026, 0.000, 0.035, 0.509, 0.268, 0.012, 0.159, 0.041, 0.013, 0.007, 0.715, 0.644, 0.075, 0.736, 0.171, 0.634, 0.034, 0.022, 0.825, 0.047, 0.003, 0.000, 0.016, 0.000, 0.062, 0.143, 0.009, 0.074, 0.416, 0.078, 1.109, 0.000, 0.474, 0.584, 2.833, 0.252, 0.334, 0.633, 0.004, 0.051, 0.015, 0.221, 0.016, 0.231, 0.004, 0.044, 0.000, 0.006, 0.001, 0.000, 0.234, 0.382, 0.282, 0.671, 0.305, 0.047, 0.125, 2.029, 0.004, 0.004, 0.218, 3.597, 27.702, 3.376, 56426, 67978
ThackerayLovelTheWidower1861 , C:\Users\gleicher\DigHum\Novels\1860-1879\ThackerayLovelTheWidower1861.txt , 1860-1879 , 2.359, 0.822, 0.013, 0.385, 0.263, 0.086, 0.879, 0.379, 0.210, 1.019, 0.437, 0.478, 1.511, 1.626, 0.159, 0.102, 0.195, 0.013, 0.003, 1.698, 3.536, 1.410, 0.385, 0.869, 0.201, 0.281, 0.005, 0.455, 0.041, 1.178, 0.015, 0.393, 2.192, 0.011, 0.383, 0.002, 0.036, 0.003, 0.756, 0.010, 0.021, 0.000, 0.002, 0.000, 0.002, 0.037, 0.171, 0.405, 0.218, 1.911, 0.005, 0.005, 0.018, 0.031, 0.000, 0.049, 0.242, 0.317, 0.041, 0.182, 0.047, 0.008, 0.008, 0.767, 0.910, 0.070, 0.647, 0.140, 1.210, 0.045, 0.021, 1.704, 0.117, 0.005, 0.002, 0.026, 0.000, 0.088, 0.138, 0.005, 0.063, 0.379, 0.104, 0.923, 0.000, 0.323, 0.658, 2.496, 0.236, 0.210, 0.448, 0.002, 0.045, 0.028, 0.159, 0.019, 0.317, 0.000, 0.088, 0.005, 0.003, 0.010, 0.000, 0.307, 0.314, 0.206, 0.504, 0.224, 0.019, 0.102, 2.046, 0.008, 0.005, 0.242, 3.341, 28.797, 3.597, 48244, 61545
